lon,lat,TWID,NFH,RESULT,DESCP,vill
90.726027,23.414511,V34012010,86,N,,V34
90.726111,23.414595,V34012020,89,N,,V34
90.725829,23.414511,V34012030,93,N,,V34
90.725524,23.414679,V34013010,182,,,V34
90.725272,23.415039,V34013020,177,Y,,V34
90.725638,23.414706,V34013030,95,N,,V34
90.725501,23.415068,V34013040,97,,,V34
90.725135,23.414566,V34013050,100,,,V34
90.725188,23.414706,V34013060,160,Y,,V34
90.724913,23.413706,V34013011,100,N,,V34
90.725051,23.414179,V34013013,100,Y,,V34
90.724829,23.415261,V34014010,103,N,,V34
90.724639,23.414900,V34015010,107,Y,,V34
90.724799,23.415261,V34015020,109,N,,V34
90.724494,23.415095,V34015030,157,N,,V34
90.724189,23.414624,V34029010,204,N,,V34
90.724799,23.415261,V34016010,110,Y,,V34
90.724639,23.415568,V34016020,111,Y,,V34
90.724608,23.415345,V34016030,112,,,V34
90.724745,23.415568,V34016040,112,,,V34
90.724356,23.415150,V34016050,114,Y,,V34
90.724440,23.414429,V34016060,178,,,V34
90.724471,23.415345,V34016070,179,N,,V34
90.724524,23.415539,V34016080,112,N,,V34
90.723914,23.415707,V34018010,116,Y,,V34
90.723914,23.415844,V34018020,117,Y,,V34
90.723220,23.415802,V34018030,118,,,V34
90.723914,23.415928,V34018040,120,,,V34
90.723471,23.415999,V34019010,121,,,V34
90.723166,23.416275,V34019020,163,N,,V34
90.723136,23.415913,V34019030,193,,,V34
90.723136,23.416441,V34020010,128,N,,V34
90.723220,23.416580,V34020020,130,Y,,V34
90.722670,23.416498,V34027010,166,N,,V34
90.722975,23.416552,V34027020,167,Y,,V34
90.722891,23.416748,V34027030,168,Y,,V34
90.722724,23.416691,V34027040,169,Y,,V34
90.721297,23.417454,V34025010,147,Y,,V34
90.721053,23.416983,V34025020,159,N,,V34
90.720854,23.417233,V34022010,149,,,V34
90.721831,23.416455,V34021010,132,Y,,V34
90.721968,23.416510,V34021020,133,N,,V34
90.722022,23.416844,V34021030,137,N,,V34
90.721930,23.417099,V34021040,139,N,,V34
90.721770,23.417425,V34021050,141,N,CORRECTED,V34
90.721381,23.417233,V34021060,143,N,,V34
90.721442,23.416983,V34021070,144,,,V34
90.721381,23.416760,V34021080,144,N,,V34
90.721663,23.417259,V34021090,145,N,,V34
90.722106,23.415962,V34026010,131,N,,V34
90.724272,23.415484,V34017010,115,,,V34
90.727805,23.413428,V34008010,52,N,,V34
90.727774,23.413538,V34008020,55,,,V34
90.727744,23.413985,V34008030,56,N,,V34
90.728080,23.413874,V34008040,56,,,V34
90.728110,23.412957,V34007010,43,Y,,V34
90.728080,23.413762,V34007020,47,Y,,V34
90.727828,23.413096,V34006010,30,Y,,V34
90.728194,23.412901,V34006020,35,Y,,V34
90.727637,23.412568,V34006030,37,Y,,V34
90.727607,23.412873,V34006040,39,,,V34
90.728247,23.412762,V34006050,41,,,V34
90.728499,23.413207,V34006060,38,Y,,V34
90.728774,23.412457,V34005010,16,Y,,V34
90.728743,23.412457,V34005020,17,Y,,V34
90.729132,23.412762,V34005030,20,,,V34
90.728690,23.412650,V34005040,23,Y,,V34
90.728667,23.412817,V34005050,25,Y,,V34
90.729079,23.412402,V34004010,15,Y,,V34
90.728942,23.411789,V34003020,11,Y,,V34
90.729277,23.411984,V34002010,8,,,V34
90.729361,23.411845,V34002020,9,Y,,V34
90.729689,23.411595,V34001010,3,Y,,V34
90.729773,23.411623,V34001020,5,Y,,V34
90.729720,23.411900,V34001030,6,Y,,V34
90.730498,23.411234,V34028010,170,Y,,V34
90.729857,23.410428,V34024010,1,Y,,V34
90.730025,23.410761,V34024020,2,Y,,V34
90.730666,23.410290,V34031010,190,Y,,V34
90.728606,23.411511,V34030010,185,,,V34
90.729079,23.411984,V34003010,10,Y,,V34
90.713620,23.385198,V52008010,46,,,V52
90.713284,23.383504,V52006010,51,Y,,V52
90.713337,23.384365,V52009010,43,,,V52
90.713315,23.386089,V52001010,1,Y,,V52
90.713032,23.386199,V52001020,3,,,V52
90.713368,23.386392,V52001030,4,N,,V52
90.713368,23.386365,V52001040,7,Y,,V52
90.712895,23.386589,V52002010,11,Y,,V52
90.712842,23.386810,V52002020,13,Y,,V52
90.713147,23.386920,V52003010,14,Y,,V52
90.712727,23.387144,V52003020,16,,,V52
90.712864,23.387449,V52003030,21,N,,V52
90.712475,23.387449,V52003040,22,,,V52
90.712506,23.387338,V52003050,25,,,V52
90.712452,23.387393,V52004010,27,Y,,V52
90.712452,23.387559,V52004020,31,,,V52
90.712368,23.387533,V52004030,32,Y,,V52
90.712948,23.387975,V52005011,40,Y,,V52
90.712338,23.388503,V52005010,40,N,,V52
90.712002,23.388753,V52005020,36,Y,,V52
90.709584,23.386529,V54027010,155,N,,V54
90.711217,23.387479,V54001010,2,Y,,V54
90.710995,23.387367,V54001020,4,N,,V54
90.710973,23.387451,V54001030,5,Y,,V54
90.711163,23.387533,V54001040,7,Y,,V54
90.710858,23.387590,V54001050,10,Y,,V54
90.711079,23.387950,V54002010,12,,,V54
90.710553,23.387840,V54002011,20,Y,,V54
90.710774,23.388282,V54002020,15,Y,,V54
90.710057,23.388282,V54024010,152,N,,V54
90.710637,23.388421,V54003010,23,,,V54
90.710416,23.388839,V54004010,36,,,V54
90.710362,23.388784,V54004020,37,N,,V54
90.710110,23.389118,V54005010,43,,,V54
90.710385,23.389173,V54005020,44,N,,V54
90.709805,23.389367,V54006010,50,Y,,V54
90.710057,23.389894,V54006020,57,,,V54
90.710110,23.389728,V54006030,47,N,,V54
90.709805,23.389894,V54006040,56,N,,V54
90.709218,23.390617,V54008010,77,N,,V54
90.709416,23.390617,V54008020,79,N,,V54
90.708996,23.390533,V54025010,153,N,,V54
90.708943,23.390951,V54009010,80,,,V54
90.709195,23.390979,V54009020,83,N,,V54
90.708859,23.391061,V54009030,86,N,,V54
90.708806,23.391145,V54009040,87,Y,,V54
90.708913,23.391284,V54009050,91,N,,V54
90.708722,23.391229,V54009060,98,N,,V54
90.708439,23.391534,V54010010,99,,,V54
90.708272,23.391868,V54011010,107,N,,V54
90.708249,23.391811,V54012010,109,N,,V54
90.708501,23.392007,V54012020,110,,,V54
90.708386,23.392144,V54012030,113,N,,V54
90.708356,23.392173,V54012040,114,,,V54
90.708134,23.392061,V54013010,116,Y,,V54
90.708050,23.392173,V54013020,118,N,,V54
90.707776,23.392200,V54014010,120,Y,,V54
90.707776,23.392757,V54015010,124,N,,V54
90.707471,23.393228,V54016010,125,,,V54
90.707387,23.393338,V54016020,127,Y,,V54
90.706776,23.393590,V54022010,145,N,,V54
90.709805,23.390033,V54007010,63,Y,,V54
90.709416,23.390228,V54007020,74,N,,V54
90.712857,23.383533,V54021010,136,Y,,V54
90.711522,23.385949,V54017010,1,Y,,V54
90.712579,23.411278,V63106010,495,Y,,V63
90.712778,23.411831,V63071010,422,Y,,V63
90.712831,23.411749,V63064010,414,Y,,V63
90.712976,23.412360,V63063010,413,Y,,V63
90.712808,23.412333,V63102010,479,Y,,V63
90.713052,23.412611,V63113010,452,Y,,V63
90.713358,23.412417,V63051010,67,Y,,V63
90.713609,23.412777,V63062010,411,Y,,V63
90.713640,23.412972,V63070010,412,Y,,V63
90.713502,23.412861,V63070020,416,Y,,V63
90.714197,23.413138,V63008010,50,N,,V63
90.714441,23.412917,V63008020,56,,,V63
90.714197,23.413138,V63008030,64,N,,V63
90.714113,23.413306,V63007011,443,Y,,V63
90.713831,23.413777,V63006010,43,N,,V63
90.713502,23.413805,V63005010,41,Y,,V63
90.713113,23.414111,V63004010,37,Y,,V63
90.712862,23.414193,V63004020,38,Y,,V63
90.712305,23.414389,V63002010,10,Y,,V63
90.712251,23.414971,V63002020,15,Y,,V63
90.711923,23.415242,V63095010,458,Y,,V63
90.711496,23.415360,V63073010,440,,,V63
90.711389,23.415472,V63001010,1,Y,,V63
90.712610,23.413500,V63050010,42,Y,,V63
90.712640,23.413805,V63050013,42,Y,,V63
90.712579,23.414111,V63004030,404,,,V63
90.712114,23.414278,V63049010,24,Y,,V63
90.714471,23.412749,V63009020,68,N,,V63
90.714944,23.412638,V63009030,69,N,,V63
90.715334,23.412667,V63009040,71,,,V63
90.715356,23.412360,V63009050,74,Y,,V63
90.714975,23.412472,V63009060,78,Y,,V63
90.716219,23.411860,V63010010,486,Y,,V63
90.716188,23.412207,V63011010,83,,,V63
90.716554,23.411610,V63013010,97,N,,V63
90.716417,23.411555,V63013020,99,N,,V63
90.716333,23.411192,V63013030,100,N,,V63
90.715639,23.411360,V63013040,485,Y,,V63
90.714235,23.410960,V63074010,418,,,V63
90.716524,23.411082,V63115013,454,Y,,V63
90.716974,23.411259,V63015010,110,Y,,V63
90.717126,23.411158,V63015020,111,Y,,V63
90.717081,23.410637,V63015030,114,,,V63
90.717195,23.410527,V63015040,116,N,,V63
90.717279,23.410527,V63015050,116,,,V63
90.717607,23.410832,V63016010,120,,,V63
90.717668,23.410306,V63017010,130,Y,,V63
90.717973,23.410389,V63018010,134,N,,V63
90.718164,23.410193,V63018020,435,N,,V63
90.718279,23.410222,V63019010,136,N,,V63
90.718301,23.410082,V63019020,143,N,,V63
90.718446,23.409693,V63021010,152,,,V63
90.718805,23.409472,V63022010,164,N,,V63
90.715082,23.412833,V63009010,68,N,,V63
90.718691,23.409388,V63022020,165,N,,V63
90.717249,23.409443,V63118010,524,N,,V63
90.717333,23.409306,V63085010,437,N,,V63
90.717447,23.409417,V63114010,458,N,,V63
90.717691,23.409417,V63114011,458,Y,,V63
90.718027,23.409306,V63021020,149,N,,V63
90.718164,23.408221,V63075010,421,Y,,V63
90.718111,23.407610,V63100010,477,,,V63
90.718691,23.409222,V63023010,166,N,,V63
90.719080,23.409388,V63023020,167,,,V63
90.719057,23.409083,V63023030,168,N,,V63
90.719194,23.408944,V63024010,169,N,,V63
90.720499,23.408471,V63037010,469,,,V63
90.720720,23.408722,V63037020,504,,,V63
90.720773,23.408305,V63038010,285,Y,,V63
90.720804,23.408194,V63038020,288,,,V63
90.720751,23.408305,V63038030,290,N,,V63
90.721025,23.408444,V63038040,293,,,V63
90.721330,23.408307,V63038050,299,,,V63
90.721193,23.408444,V63038060,470,,,V63
90.721307,23.408333,V63038070,470,,,V63
90.720667,23.409806,V63086011,445,N,,V63
90.721971,23.410166,V63058010,326,Y,,V63
90.721079,23.409167,V63084010,434,Y,,V63
90.721140,23.409138,V63096010,460,N,,V63
90.721582,23.408360,V63039010,303,N,,V63
90.721941,23.408444,V63039020,306,N,,V63
90.722223,23.408249,V63040010,317,,,V63
90.721971,23.408028,V63040011,319,Y,,V63
90.722444,23.407832,V63041010,327,N,,V63
90.722833,23.407944,V63041020,331,,,V63
90.722551,23.408055,V63041030,335,N,,V63
90.722940,23.408221,V63041040,338,N,,V63
90.723551,23.407944,V63043010,353,N,,V63
90.723634,23.407944,V63043020,355,N,,V63
90.723497,23.407721,V63043030,356,Y,,V63
90.723383,23.408057,V63042010,350,N,,V63
90.723772,23.409611,V63089010,449,N,,V63
90.723612,23.409861,V63091010,451,N,,V63
90.724527,23.410582,V63066010,398,N,,V63
90.724474,23.410889,V63088010,448,N,,V63
90.722856,23.411833,V63092010,452,N,,V63
90.724832,23.409278,V63067010,415,N,,V63
90.725137,23.408999,V63097010,464,N,,V63
90.724855,23.408389,V63047010,379,,,V63
90.724695,23.408528,V63047020,463,N,,V63
90.725305,23.408612,V63047013,379,Y,,V63
90.725275,23.408583,V63047023,379,,,V63
90.726221,23.409138,V63048010,380,Y,,V63
90.726221,23.408917,V63048020,380,Y,,V63
90.726328,23.409083,V63048030,381,Y,,V63
90.726610,23.408917,V63048040,382,,,V63
90.726885,23.408583,V63048050,383,,,V63
90.726694,23.408612,V63048060,384,Y,,V63
90.727632,23.406251,V63060010,377,,,V63
90.727472,23.406277,V63065010,397,N,,V63
90.724169,23.407639,V63844010,361,,,V63
90.724245,23.407555,V63844020,368,N,,V63
90.725023,23.407389,V63045010,373,,,V63
90.725969,23.406611,V63046010,374,Y,,V63
90.725717,23.406890,V63046020,375,Y,,V63
90.725610,23.407250,V63083010,433,N,,V63
90.724527,23.404111,V63090010,450,N,,V63
90.724085,23.405167,V63101010,478,,,V63
90.723665,23.404334,V63068010,419,Y,,V63
90.722528,23.403443,V63107010,498,,,V63
90.723192,23.402806,V63087010,446,N,,V63
90.722498,23.402693,V63078010,428,N,,V63
90.722086,23.402693,V63093010,484,Y,,V63
90.722086,23.403805,V63104010,483,Y,,V63
90.723635,23.404860,V63072010,472,N,,V63
90.723390,23.405694,V63094010,457,,,V63
90.723085,23.405360,V63055010,274,N,,V63
90.722666,23.406167,V63056010,282,,,V63
90.721529,23.404694,V63080010,430,N,,V63
90.722002,23.404805,V63079010,429,N,,V63
90.721918,23.405194,V63081010,431,N,,V63
90.722055,23.405917,V63035010,264,N,,V63
90.722193,23.405751,V63035020,265,N,,V63
90.721697,23.405833,V63035030,270,N,,V63
90.722276,23.406083,V63036010,275,,,V63
90.722391,23.406361,V63036020,278,N,,V63
90.722330,23.406500,V63036030,279,,,V63
90.719499,23.408557,V63026010,181,,,V63
90.719804,23.408778,V63026020,183,,,V63
90.719583,23.408389,V63026030,186,,,V63
90.719919,23.407944,V63028010,193,,,V63
90.720140,23.408139,V63028020,194,,,V63
90.720415,23.407834,V63028030,198,Y,,V63
90.720079,23.407694,V63028040,199,N,,V63
90.720194,23.407668,V63029010,201,N,,V63
90.720751,23.407778,V63029020,204,N,,V63
90.720361,23.407528,V63030010,208,N,,V63
90.720834,23.407666,V63030020,209,,,V63
90.720804,23.407582,V63030030,210,Y,,V63
90.720834,23.407611,V63030040,211,,,V63
90.720445,23.407389,V63030050,212,,,V63
90.720552,23.407332,V63030060,213,N,,V63
90.720972,23.407332,V63030070,216,N,,V63
90.720720,23.407193,V63030080,217,,,V63
90.721307,23.407055,V63031010,218,,,V63
90.721193,23.407389,V63031020,220,,,V63
90.721224,23.407443,V63031030,223,,,V63
90.721330,23.407445,V63031040,223,,,V63
90.721445,23.407305,V63031050,224,Y,,V63
90.721384,23.406916,V63032010,227,,,V63
90.721552,23.406638,V63032020,230,,,V63
90.721803,23.406388,V63032030,238,Y,,V63
90.721414,23.406750,V63033010,244,N,,V63
90.721308,23.406361,V63033020,251,,,V63
90.721834,23.406138,V63034010,262,,,V63
90.720857,23.407055,V63116010,521,N,,V63
90.716470,23.407361,V63077010,426,N,,V63
90.713474,23.400171,V67030010,126,,,V67
90.714092,23.400199,V67029010,128,N,,V67
90.714009,23.400005,V67029020,68,N,,V67
90.714230,23.399976,V67025010,120,,,V67
90.714115,23.400060,V67025020,139,,,V67
90.714482,23.399726,V67025013,120,,,V67
90.714169,23.400476,V67015010,103,Y,,V67
90.713894,23.402143,V67021010,122,N,,V67
90.714031,23.402282,V67016010,105,N,,V67
90.715031,23.399976,V67011010,77,N,,V67
90.715008,23.400255,V67011020,78,N,,V67
90.715199,23.400394,V67011030,79,N,,V67
90.715336,23.400115,V67011040,82,,,V67
90.715565,23.400115,V67011050,83,,,V67
90.715809,23.400005,V67012010,84,,,V67
90.715809,23.400089,V67012020,85,N,,V67
90.716091,23.400310,V67013010,89,N,,V67
90.716030,23.399950,V67013020,90,,,V67
90.716030,23.400115,V67013030,90,,,V67
90.716114,23.400005,V67013040,92,,,V67
90.716175,23.399950,V67013050,93,,,V67
90.716198,23.399950,V67013060,94,,,V67
90.716282,23.399950,V67013070,95,,,V67
90.716252,23.400339,V67013080,88,,,V67
90.716397,23.399921,V67014010,98,N,,V67
90.716618,23.400089,V67014020,99,N,,V67
90.716419,23.399810,V67020010,101,N,,V67
90.716618,23.399892,V67020020,108,N,,V67
90.717419,23.399892,V67033010,147,,,V67
90.713619,23.399532,V67009010,116,N,,V67
90.713536,23.399337,V67008010,66,N,,V67
90.714062,23.398754,V67007010,51,Y,,V67
90.713726,23.398754,V67007020,52,,,V67
90.714482,23.398727,V67007030,53,N,,V67
90.713757,23.398921,V67007040,54,N,,V67
90.713642,23.399143,V67007050,58,,,V67
90.713757,23.399116,V67007060,61,N,,V67
90.714062,23.399700,V67007070,61,,,V67
90.713864,23.398811,V67007080,54,,,V67
90.714703,23.398393,V67006010,47,N,,V67
90.713368,23.397394,V67006020,33,,,V67
90.713475,23.397504,V67006030,36,,,V67
90.713505,23.397615,V67006040,37,,,V67
90.713558,23.397754,V67006050,38,,,V67
90.713894,23.397644,V67006060,41,,,V67
90.713894,23.397310,V67006070,43,N,,V67
90.713475,23.397865,V67006080,44,N,,V67
90.713558,23.397865,V67006090,44,,,V67
90.713871,23.397809,V67006100,46,,,V67
90.713894,23.397670,V67006110,46,,,V67
90.713619,23.397199,V67006120,33,,,V67
90.714253,23.397254,V67006011,41,,,V67
90.713337,23.396699,V67005010,27,N,,V67
90.713505,23.396310,V67005020,28,,,V67
90.713757,23.396450,V67005030,30,N,,V67
90.713810,23.396226,V67005040,31,N,,V67
90.714535,23.396476,V67005050,32,N,,V67
90.716870,23.400310,V67014013,99,Y,,V67
90.716481,23.396339,V67032010,142,Y,,V67
90.715092,23.395059,V67023010,118,Y,,V67
90.713559,23.394004,V67024010,110,Y,,V67
90.712727,23.395477,V67001010,4,Y,,V67
90.712864,23.395561,V67003010,16,Y,,V67
90.709027,23.393754,V89001010,1,N,,V89
90.708859,23.393670,V89001020,2,N,,V89
90.708829,23.393810,V89001030,4,Y,,V89
90.708912,23.393949,V89001040,7,N,,V89
90.708775,23.393977,V89001050,8,N,,V89
90.708974,23.394033,V89001060,9,Y,,V89
90.709111,23.393867,V89001070,11,Y,,V89
90.708218,23.393533,V89001012,2,,,V89
90.708943,23.394227,V89002020,15,Y,,V89
90.708943,23.394117,V89002010,13,Y,,V89
90.708584,23.394283,V89002030,18,N,,V89
90.708584,23.394311,V89003010,326,,,V89
90.708218,23.395227,V89058010,282,Y,,V89
90.708554,23.395505,V89064011,310,,,V89
90.708829,23.395894,V89046010,359,Y,,V89
90.710583,23.397949,V89008010,32,,,V89
90.710499,23.397449,V89007010,275,,,V89
90.711056,23.397449,V89007013,276,Y,,V89
90.711247,23.396560,V89011010,49,N,,V89
90.711278,23.397006,V89011020,56,,,V89
90.711026,23.395978,V89010010,43,N,,V89
90.711392,23.396200,V89010020,47,N,,V89
90.712308,23.396449,V89012010,36,N,,V89
90.711941,23.396339,V89012020,39,N,,V89
90.712140,23.396144,V89012030,40,,,V89
90.712109,23.397338,V89014010,69,N,,V89
90.712391,23.397256,V89014020,69,,,V89
90.712193,23.397144,V89013010,72,,,V89
90.712308,23.396839,V89013020,74,N,,V89
90.712582,23.396728,V89013030,77,,,V89
90.712719,23.396978,V89013040,78,N,,V89
90.709889,23.396699,V89005010,23,,,V89
90.710499,23.396978,V89005020,25,N,,V89
90.711636,23.397977,V89014030,76,Y,,V89
90.712857,23.397478,V89015010,80,N,,V89
90.713139,23.397478,V89016010,81,N,,V89
90.713109,23.397699,V89016020,83,,,V89
90.713002,23.397783,V89016030,84,N,,V89
90.712666,23.397643,V89016040,87,N,,V89
90.712636,23.397783,V89016050,88,N,,V89
90.713162,23.397922,V89017010,94,N,,V89
90.713551,23.398256,V89018010,97,,,V89
90.713192,23.398866,V89018020,100,N,,V89
90.713078,23.398700,V89019010,106,,,V89
90.713276,23.399366,V89042010,107,N,,V89
90.713139,23.400060,V89054010,278,N,,V89
90.713330,23.400756,V89020010,110,,,V89
90.713170,23.400783,V89021010,111,N,,V89
90.713162,23.400838,V89021020,112,N,,V89
90.713444,23.400867,V89022010,114,N,,V89
90.713665,23.402088,V89061010,304,N,,V89
90.713276,23.402950,V89059010,308,N,,V89
90.714169,23.403144,V89075010,368,N,,V89
90.714192,23.403533,V89050010,124,,,V89
90.714360,23.403699,V89023010,125,,,V89
90.714245,23.403617,V89023020,127,,,V89
90.714581,23.403949,V89023030,127,N,,V89
90.714718,23.404422,V89024010,129,N,,V89
90.714695,23.404367,V89024020,128,N,,V89
90.714695,23.404533,V89024030,130,N,,V89
90.714558,23.404561,V89024040,131,,,V89
90.714413,23.404422,V89024050,132,Y,,V89
90.714695,23.405282,V89056010,305,Y,,V89
90.714718,23.405479,V89055010,306,N,,V89
90.714779,23.405839,V89055020,307,Y,,V89
90.714138,23.405671,V89069010,337,N,,V89
90.714192,23.405643,V89072010,348,N,,V89
90.714611,23.405921,V89043010,134,Y,,V89
90.714497,23.406061,V89043020,135,Y,,V89
90.714558,23.405979,V89043030,136,Y,,V89
90.714497,23.406284,V89043011,136,Y,,V89
90.712719,23.407007,V89025010,154,N,,V89
90.713108,23.406867,V89026010,157,Y,,V89
90.713276,23.407283,V89026020,160,Y,,V89
90.712941,23.406949,V89026030,351,,,V89
90.713391,23.407394,V89027010,168,Y,,V89
90.713078,23.407672,V89027020,168,,,V89
90.713467,23.407562,V89027030,169,N,,V89
90.713307,23.407728,V89027040,170,,,V89
90.713498,23.407699,V89028010,173,,,V89
90.713612,23.407588,V89028020,175,,,V89
90.713665,23.407672,V89029010,178,Y,,V89
90.713414,23.407949,V89030010,183,,,V89
90.713444,23.407867,V89030020,183,N,,V89
90.713467,23.408367,V89031010,291,N,,V89
90.713971,23.408811,V89032010,203,N,,V89
90.713581,23.408643,V89032020,204,,,V89
90.713391,23.409450,V89033010,209,N,,V89
90.713696,23.409116,V89033020,210,Y,,V89
90.713780,23.408977,V89033011,210,Y,,V89
90.714222,23.407173,V89037010,139,N,,V89
90.714390,23.407060,V89037020,139,,,V89
90.713917,23.407117,V89037030,148,N,,V89
90.713024,23.410034,V89047010,211,,,V89
90.713330,23.410200,V89053010,271,Y,,V89
90.713467,23.409921,V89053020,293,Y,,V89
90.712498,23.410894,V89077010,361,Y,,V89
90.712330,23.411117,V89076010,360,N,,V89
90.711888,23.410533,V89074010,354,Y,,V89
90.712582,23.409145,V89057010,309,Y,,V89
90.714108,23.408782,V89034010,212,Y,,V89
90.714024,23.408172,V89035010,214,,,V89
90.714192,23.408256,V89035020,215,N,,V89
90.714192,23.408338,V89035030,216,N,,V89
90.714390,23.407701,V89036010,223,,,V89
90.714276,23.407949,V89036020,224,N,,V89
90.714444,23.407394,V89044010,226,N,,V89
90.714558,23.407033,V89052010,227,N,,V89
90.714718,23.407394,V89045010,228,N,,V89
90.714917,23.407228,V89045020,230,,,V89
90.716328,23.407257,V89082010,371,N,,V89
90.714940,23.406228,V89038010,241,Y,,V89
90.714802,23.406534,V89038020,273,Y,,V89
90.716496,23.405450,V89040010,254,Y,,V89
90.716359,23.405393,V89040020,255,,,V89
90.716473,23.405006,V89040030,259,N,,V89
90.716832,23.405006,V89040040,260,Y,,V89
90.716641,23.404727,V89040050,261,,,V89
90.716328,23.404756,V89040060,263,Y,,V89
90.716328,23.404949,V89040070,265,Y,,V89
90.716328,23.405227,V89040080,266,,,V89
90.714474,23.403589,V89041010,268,,,V89
90.714940,23.405755,V89039010,245,Y,,V89
90.715275,23.405755,V89039020,250,,,V89
90.748081,23.413815,P00041010,221,N,,P00
90.748417,23.414370,P00043010,234,N,,P00
90.748363,23.414730,P00044010,236,Y,,P00
90.748585,23.414564,P00044020,238,Y,,P00
90.748585,23.415592,P00049010,259,Y,,P00
90.748669,23.415566,P00049020,260,Y,,P00
90.748279,23.415676,P00049030,261,,,P00
90.748196,23.415482,P00048010,251,Y,,P00
90.747219,23.420231,P00052010,292,N,,P00
90.748111,23.420120,P00052020,293,N,,P00
90.747196,23.419844,P00052030,295,,,P00
90.746639,23.419954,P00053010,297,Y,,P00
90.746525,23.420344,P00054010,304,N,,P00
90.740329,23.424314,P00001010,1,Y,,P00
90.739330,23.424257,P00003010,14,N,,P00
90.738582,23.424007,P00004010,31,N,,P00
90.738247,23.424396,P00005010,32,N,,P00
90.737247,23.424202,P00006010,35,N,,P00
90.736721,23.423784,P00009010,64,N,,P00
90.735775,23.423674,P00008010,55,N,,P00
90.735805,23.423395,P00008020,60,N,,P00
90.736499,23.423479,P00010010,71,N,,P00
90.738636,23.421591,P00012010,101,N,,P00
90.739391,23.419340,P00014010,104,Y,,P00
90.739635,23.419229,P00015010,109,Y,,P00
90.740024,23.418953,P00016010,117,,,P00
90.740169,23.418451,P00016020,121,Y,,P00
90.744472,23.414425,P00033010,199,,,P00
90.744495,23.414314,P00033020,200,N,,P00
90.744747,23.414536,P00033030,201,N,,P00
90.744053,23.414953,P00033040,202,Y,,P00
90.743946,23.414925,P00032010,196,Y,,P00
90.744053,23.414925,P00032020,197,Y,,P00
90.744137,23.414675,P00032030,197,N,,P00
90.744419,23.414675,P00032040,198,N,,P00
90.743496,23.415564,P00031010,191,N,,P00
90.743694,23.415453,P00031020,192,Y,,P00
90.743725,23.415398,P00031030,193,Y,,P00
90.743664,23.415148,P00031040,194,N,,P00
90.743557,23.415203,P00031050,195,Y,,P00
90.743419,23.415703,P00030010,188,N,,P00
90.743419,23.415648,P00030020,190,N,,P00
90.743221,23.415508,P00030030,189,,,P00
90.743053,23.415564,P00029010,187,N,,P00
90.742641,23.415342,P00027010,184,,,P00
90.743168,23.415619,P00028010,185,N,,P00
90.742557,23.416063,P00025010,176,Y,,P00
90.742885,23.416842,P00025020,178,N,,P00
90.742779,23.416229,P00025030,178,,,P00
90.741718,23.416508,P00023010,169,N,,P00
90.741726,23.416452,P00023020,169,,,P00
90.741970,23.416952,P00024010,380,,,P00
90.741527,23.417313,P00022010,159,Y,,P00
90.741916,23.417257,P00022020,160,,,P00
90.741413,23.417368,P00022030,358,Y,,P00
90.741169,23.417952,P00019010,141,Y,,P00
90.741245,23.417953,P00019020,142,N,,P00
90.740917,23.417730,P00019030,143,Y,,P00
90.741306,23.417814,P00019040,144,N,,P00
90.740864,23.418175,P00018010,134,Y,,P00
90.740719,23.417896,P00018020,136,N,,P00
90.740528,23.418509,P00017010,129,Y,,P00
90.739246,23.417562,P00061010,374,Y,,P00
90.741665,23.417454,P00021010,155,,,P00
90.741665,23.417620,P00021020,154,Y,,P00
90.741329,23.417397,P00020010,388,Y,,P00
90.741306,23.417286,P00020020,148,Y,,P00
90.742969,23.415674,P00026010,378,N,,P00
90.741833,23.415146,P00027013,184,N,,P00
90.744968,23.414257,P00035010,209,Y,,P00
90.767513,23.430987,V39001010,1,,,V39
90.767437,23.430821,V39001020,2,Y,,V39
90.766353,23.430710,V39002010,3,Y,,V39
90.766437,23.430487,V39002020,6,Y,,V39
90.766323,23.430264,V39003010,8,Y,,V39
90.766376,23.430014,V39003020,9,,,V39
90.766849,23.428875,V39005010,12,Y,,V39
90.767208,23.428793,V39005020,13,N,,V39
90.768291,23.428711,V39010010,38,Y,,V39
90.767131,23.427544,V39008010,23,Y,,V39
90.766880,23.427626,V39008020,24,Y,,V39
90.766605,23.427516,V39008030,25,Y,,V39
90.766544,23.427292,V39008040,26,Y,,V39
90.766849,23.427350,V39008050,27,,,V39
90.767238,23.427432,V39008060,29,,,V39
90.767238,23.427571,V39008070,30,N,,V39
90.768436,23.427544,V39009010,33,Y,,V39
90.768459,23.427571,V39009020,34,Y,,V39
90.768711,23.427071,V39009030,35,Y,,V39
90.768680,23.427434,V39009040,35,,,V39
90.769908,23.429017,V39011010,46,Y,,V39
90.769489,23.428933,V39011020,47,Y,,V39
90.769542,23.429127,V39011030,50,,,V39
90.769901,23.429211,V39011040,52,,,V39
90.769290,23.428961,V39011050,52,,,V39
90.769542,23.429432,V39011060,54,Y,,V39
90.769825,23.429547,V39011070,57,Y,,V39
90.769985,23.429516,V39011080,58,Y,,V39
90.770099,23.429377,V39011090,59,N,,V39
90.769825,23.429072,V39011100,60,N,,V39
90.770099,23.428738,V39011011,60,Y,,V39
90.770320,23.429267,V39011110,61,Y,,V39
90.770214,23.429045,V39011120,62,N,,V39
90.770435,23.429295,V39011130,63,Y,,V39
90.767513,23.429183,V39004013,10,,,V39
90.767269,23.428015,V39007010,20,,,V39
