lon,lat,PON_ID,BARI,NFH,NAME,SEQNO,DESCP,LMK,vill
90.709306,23.340250,V110724075,V11072,0158,PONDS,4075,EAST  SIDE,047,V11
90.709250,23.340611,V110344076,V11034,0276,PONDS,4076,WEST  SIDE,050,V11
90.704528,23.338306,V110694077,V11069,0301,PONDS,4077,SOUTH  SIDE,056,V11
90.704889,23.337694,V110584078,V11058,0322,PONDS,4078,WEST  SIDE,058,V11
90.703389,23.337111,V110394079,V11039,0324,PONDS,4079,NORTH  SIDE,063,V11
90.703222,23.336444,V110434080,V11043,0333,PONDS,4080,WEST  SIDE,067,V11
90.703500,23.336222,V110544081,V11054,0352,PONDS,4081,EAST  SIDE,068,V11
90.703722,23.335889,V110444082,V11044,0355,PONDS,4082,WEST  SIDE,070,V11
90.705556,23.335167,V110464083,V11046,0373,PONDS,4083,SOUTH  SIDE,073,V11
90.703833,23.334111,V110474084,V11047,0392,PONDS,4084,SOUTH  SIDE,074,V11
90.702694,23.334722,V110484085,V11048,0396,PONDS,4085,WEST  SIDE,075,V11
90.702361,23.335861,V110524086,V11052,0421,PONDS,4086,EAST  SIDE,080,V11
90.702056,23.336167,V110524087,V11052,0424,PONDS,4087,SOUTH  SIDE,081,V11
90.702472,23.337306,V110714088,V11071,0454,PONDS,4088,NORTH  SIDE,085,V11
90.703472,23.337556,V110714089,V11071,0461,PONDS,4089,WEST  SIDE,086,V11
90.703972,23.338083,V110554090,V11055,0322,PONDS,4090,SOUTH  SIDE,088,V11
90.718025,23.342453,V120013102,V12001,0014,POND,3102,SOUTH SIDE,051,V12
90.716886,23.342926,V120173103,V12017,0046,POND,3103,SOUTH SIDE,057,V12
90.716803,23.343203,V120023104,V12002,0041,POND,3104,WEST SIDE,059,V12
90.717497,23.343203,V120023105,V12002,0033,POND,3105,EAST SIDE,060,V12
90.716303,23.343120,V120043106,V12004,0052,POND,3106,SOUTH SIDE,061,V12
90.716220,23.342398,V120073107,V12007,0083,POND,3107,NORTH SIDE,068,V12
90.716331,23.341676,V120083108,V12008,0100,POND,3108,NORTH SIDE,070,V12
90.715414,23.342537,V120053111,V12005,0063,POND,3111,WEST SIDE,078,V12
90.715470,23.343120,V120053112,V12005,0067,POND,3112,NORTH WEST CORNER,080,V12
90.715053,23.343342,V120053113,V12005,0071,POND,3113,WEST SIDE,081,V12
90.714692,23.343037,V120053114,V12005,0075,POND,3114,EAST SIDE,082,V12
90.719970,23.338037,V130043079,V13004,0034,POND,3079,SOUTH SIDE,003,V13
90.721358,23.338231,V130043080,V13004,0035,POND,3080,NORTH SIDE,004,V13
90.721442,23.338565,V130043081,V13004,0042,POND,3081,EAST SIDE,005,V13
90.720664,23.338148,V130043082,V13004,0034,POND,3082,SOUTH SIDE,006,V13
90.720053,23.339065,V130013083,V13001,0001,POND,3083,EAST SIDE,010,V13
90.720914,23.339787,V130013084,V13001,0014,POND,3084,EAST SIDE,013,V13
90.719303,23.340315,V130013085,V13001,0030,POND,3085,NORTH SIDE,016,V13
90.722386,23.340037,V130093086,V13009,0094,POND,3086,SOUTH SIDE,019,V13
90.723553,23.339537,V130083087,V13008,0093,POND,3087,WEST SIDE,020,V13
90.723608,23.338731,V130083088,V13008,0081,POND,3088,SOUTH SIDE,021,V13
90.724137,23.337342,V130073089,V13007,0168,POND,3089,SOUTH SIDE,024,V13
90.722081,23.337370,V130063090,V13006,0061,POND,3090,SOUTH SIDE,025,V13
90.722608,23.341398,V130103091,V13010,0105,POND,3091,EAST SIDE,029,V13
90.722275,23.341148,V130103092,V13010,0104,POND,3092,EAST SIDE,031,V13
90.721331,23.341648,V130123093,V13012,0114,POND,3093,SOUTH SIDE,033,V13
90.719997,23.341926,V130153094,V13015,0151,POND,3094,SOUTH SIDE,034,V13
90.721442,23.343537,V130143095,V13014,0163,POND,3095,NORTH SIDE,035,V13
90.721858,23.342981,V130143096,V13014,0145,POND,3096,EAST SIDE,038,V13
90.721858,23.342898,V130143097,V13014,0131,POND,3097,WEST SIDE,039,V13
90.721358,23.342731,V130143098,V13014,0135,POND,3098,WEST SIDE,040,V13
90.720803,23.342953,V130143099,V13014,0140,POND,3099,EAST SIDE,041,V13
90.721331,23.342065,V130133100,V13013,0123,POND,3100,WEST SIDE,042,V13
90.720275,23.342815,V130173101,V13017,0149,POND,3101,SOUTH SIDE,043,V13
90.717639,23.372056,V150012168,V15001,0005,PONDS,2168,WEST SIDE,003,V15
90.717889,23.373500,V150022169,V15002,0012,PONDS,2169,EAST SIDE,004,V15
90.718111,23.373139,V150022170,V15002,0012,PONDS,2170,SOUTH SIDE,006,V15
90.717833,23.373000,V150022171,V15002,0012,PONDS,2171,SOUTH SIDE,007,V15
90.716111,23.373278,V150112172,V15011,0016,PONDS,2172,SOUTH SIDE,009,V15
90.716917,23.373667,V150182173,V15018,0019,PONDS,2173,WEST SIDE,012,V15
90.716778,23.374167,V150032174,V15003,0020,PONDS,2174,EAST SIDE,013,V15
90.716917,23.374500,V150032175,V15003,0020,PONDS,2175,WEST SIDE,014,V15
90.716806,23.374917,V150052176,V15005,0036,PONDS,2176,WEST SIDE,016,V15
90.716306,23.374833,V150052177,V15005,0033,PONDS,2177,EAST SIDE,017,V15
90.716194,23.375111,V150062178,V15006,0046,PONDS,2178,SOUTH SIDE,019,V15
90.715139,23.375417,V150172179,V15017,0085,PONDS,2179,WEST SIDE,022,V15
90.716222,23.376167,V150072180,V15007,0065,PONDS,2180,NORTH SIDE,025,V15
90.716056,23.376667,V150082181,V15008,0070,PONDS,2181,EAST SIDE,026,V15
90.715583,23.376528,V150082182,V15008,0070,PONDS,2182,SOUTH SIDE,027,V15
90.708417,23.375528,V150162196,V15016,0090,PONDS,2196,NORTH SIDE,053,V15
90.708528,23.375611,V150162197,V15016,0091,PONDS,2197,SOUTH SIDE,054,V15
90.706861,23.376750,V150092198,V15009,0111,PONDS,2198,SOUTH SIDE,057,V15
90.706917,23.376694,V150092199,V15009,0117,PONDS,2199,WEST SIDE,058,V15
90.707972,23.377278,V150092200,V15009,0126,PONDS,2200,NORTH SIDE,060,V15
90.715583,23.377056,V150082183,V15008,0080,PONDS,2183,SOUTH SIDE,029,V15
90.715306,23.377250,V150082184,V15008,0080,PONDS,2184,WEST SIDE,030,V15
90.713528,23.373611,V150312185,V15031,0102,PONDS,2185,SOUTH SIDE,036,V15
90.712056,23.374333,V150332186,V15033,0101,PONDS,2186,EAST SIDE,038,V15
90.711028,23.374861,V150372187,V15037,0139,PONDS,2187,SOUTH SIDE,042,V15
90.710889,23.374583,V150152188,V15015,0095,PONDS,2188,SOUTH SIDE,043,V15
90.710417,23.374917,V150152189,V15015,0095,PONDS,2189,EAST SIDE,044,V15
90.710111,23.375000,V150142190,V15014,0094,PONDS,2190,EAST SIDE,045,V15
90.710139,23.375222,V150142191,V15014,0094,PONDS,2191,WEST SIDE,047,V15
90.709778,23.375333,V150142192,V15014,0094,PONDS,2192,SOUTH SIDE,048,V15
90.708778,23.375083,V150362193,V15036,0137,PONDS,2193,WEST SIDE,049,V15
90.708861,23.375083,V150362194,V15036,0137,PONDS,2194,EAST SIDE,050,V15
90.708500,23.375444,V150362195,V15036,0137,PONDS,2195,EAST SIDE,051,V15
90.716972,23.377750,V150092207,V15009,0063,PONDS,2207,WEST SIDE,078,V15
90.718167,23.375028,V160032201,V16003,0013,PONDS,2201,WEST SIDE,063,V16
90.717972,23.375306,V160052202,V16005,0021,PONDS,2202,NORTH SIDE,064,V16
90.720472,23.378194,V160442203,V16044,0037,PONDS,2203,WEST SIDE,071,V16
90.718139,23.377611,V160062204,V16006,0048,PONDS,2204,SOUTH SIDE,074,V16
90.717972,23.377861,V160062205,V16006,0048,PONDS,2205,SOUTH SIDE,075,V16
90.717611,23.377528,V160072206,V16007,0055,PONDS,2206,SOUTH SIDE,076,V16
90.720222,23.379472,V160232208,V16023,0144,PONDS,2208,WEST SIDE,083,V16
90.719972,23.379556,V160232209,V16023,0144,PONDS,2209,EAST SIDE,084,V16
90.719944,23.380139,V160232210,V16023,0144,PONDS,2210,EAST SIDE,085,V16
90.720889,23.380333,V160242211,V16024,0156,PONDS,2211,WEST SIDE,086,V16
90.720361,23.379861,V160242212,V16024,0145,PONDS,2212,WEST SIDE,087,V16
90.719556,23.380278,V160222213,V16022,0136,PONDS,2213,EAST SIDE,088,V16
90.719556,23.380278,V160212214,V16021,0126,PONDS,2214,SOUTH SIDE,089,V16
90.718222,23.380583,V160212215,V16021,0126,PONDS,2215,WEST SIDE,090,V16
90.719028,23.380194,V160212216,V16021,0126,PONDS,2216,EAST SIDE,091,V16
90.719028,23.380194,V160212217,V16021,0124,PONDS,2217,SOUTH SIDE.,092,V16
90.717833,23.382056,V160192218,V16019,0119,PONDS,2218,EAST SIDE,095,V16
90.716222,23.381194,V160462219,V16046,0168,PONDS,2219,EAST SIDE,096,V16
90.716333,23.379889,V160402220,V16040,0111,PONDS,2220,EAST SIDE,097,V16
90.715861,23.379528,V160162221,V16016,0098,PONDS,2221,EAST SIDE,099,V16
90.716333,23.379694,V160152222,V16015,0096,PONDS,2222,WEST SIDE,103,V16
90.716917,23.379417,V160182223,V16018,0106,PONDS,2223,SOUTH SIDE,106,V16
90.716917,23.379389,V160142224,V16014,0088,PONDS,2224,EAST SIDE,107,V16
90.716917,23.378861,V160132225,V16013,0086,PONDS,2225,EAST SIDE,108,V16
90.716778,23.378806,V160132226,V16013,0086,PONDS,2226,WEST SIDE,109,V16
90.716222,23.378639,V160122227,V16012,0084,PONDS,2227,EAST SIDE,110,V16
90.716500,23.378361,V160112228,V16011,0077,PONDS,2228,EAST SIDE,112,V16
90.716667,23.378028,V160112229,V16011,0075,PONDS,2229,EAST SIDE,113,V16
90.715139,23.382639,V170012407,V17001,0009,PONDS,2407,WEST SIDE,003,V17
90.715472,23.382917,V170022408,V17002,0017,PONDS,2408,SOUTH  SIDE,007,V17
90.715944,23.382167,V170022409,V17002,0012,PONDS,2409,NORTH SIDE,008,V17
90.716500,23.383167,V170032410,V17003,0023,PONDS,2410,WEST SIDE,009,V17
90.716250,23.383194,V170032411,V17003,0023,PONDS,2411,EAST SIDE,010,V17
90.716667,23.383222,V170042412,V17004,0037,PONDS,2412,SOUTH SIDE,011,V17
90.717056,23.382556,V170042413,V17004,0043,PONDS,2413,WEST SIDE,012,V17
90.717333,23.382750,V170052414,V17005,0050,PONDS,2414,NORTH SIDE,013,V17
90.716944,23.383639,V170052415,V17005,0045,PONDS,2415,SOUTH SIDE,014,V17
90.717667,23.382972,V170062416,V17006,0067,PONDS,2416,NORTH SIDE,016,V17
90.718333,23.383750,V170072417,V17007,0077,PONDS,2417,SOUTH SIDE,021,V17
90.718194,23.383722,V170072418,V17007,0079,PONDS,2418,EAST SIDE,022,V17
90.719028,23.383389,V170082419,V17008,0089,PONDS,2419,NORTH SIDE,024,V17
90.719222,23.383722,V170092420,V17009,0095,PONDS,2420,NORTH SIDE,025,V17
90.719194,23.384194,V170092421,V17009,0095,PONDS,2421,SOUTH SIDE,026,V17
90.719056,23.384472,V170102422,V17010,0099,PONDS,2422,EAST SIDE,027,V17
90.716528,23.384611,V170352423,V17035,0086,PONDS,2423,WEST SIDE,028,V17
90.721111,23.385556,V170122424,V17012,0104,PONDS,2424,WEST SIDE,030,V17
90.721889,23.387000,V170372425,V17037,0105,PONDS,2425,EAST SIDE,031,V17
90.722750,23.387722,V170152426,V17015,0106,PONDS,2426,WEST SIDE,033,V17
90.722806,23.388472,V170172427,V17017,0115,PONDS,2427,SOUTH SIDE,034,V17
90.723611,23.388139,V170182428,V17018,0116,PONDS,2428,SOUTH SIDE,036,V17
90.723278,23.388667,V170182429,V17018,0116,PONDS,2429,WEST SIDE,037,V17
90.724056,23.389611,V170432430,V17043,0119,PONDS,2430,NORTH SIDE,038,V17
90.724056,23.389611,V170432431,V17043,0119,PONDS,2431,EAST SIDE,039,V17
90.725278,23.389806,V170432432,V17043,0119,PONDS,2432,WEST SIDE,040,V17
90.725806,23.388833,V170212433,V17021,0127,PONDS,2433,WEST SIDE,043,V17
90.724833,23.388722,V170202434,V17020,0124,PONDS,2434,EAST SIDE,045,V17
90.724833,23.388722,V170202435,V17020,0124,PONDS,2435,SOUTH SIDE,046,V17
90.724333,23.388611,V170212436,V17021,0121,PONDS,2436,WEST SIDE,047,V17
90.725306,23.390750,V170232437,V17023,0129,PONDS,2437,EAST SIDE,048,V17
90.725167,23.391639,V170242438,V17024,0134,PONDS,2438,NORTH SIDE,051,V17
90.724944,23.391861,V170252439,V17025,0139,PONDS,2439,WEST SIDE,052,V17
90.725028,23.392472,V170262440,V17026,0156,PONDS,2440,EAST SIDE,054,V17
90.725333,23.393722,V170272441,V17027,0172,PONDS,2441,EAST SIDE,056,V17
90.725611,23.394722,V170282442,V17028,0180,PONDS,2442,EAST SIDE,057,V17
90.725389,23.395167,V170292443,V17029,0196,PONDS,2443,SOUTH SIDE,058,V17
90.719861,23.392250,V170522444,V17052,0150,PONDS,2444,SOUTH SIDE,061,V17
90.719944,23.391833,V170522445,V17052,0150,PONDS,2445,WEST SIDE,062,V17
90.721250,23.391056,V170462446,V17046,0148,PONDS,2446,WEST SIDE,063,V17
90.725750,23.395639,V170302447,V17030,0210,PONDS,2447,EAST SIDE,072,V17
90.726694,23.396222,V170322448,V17032,0214,PONDS,2448,SOUTH SIDE,073,V17
90.726028,23.396139,V170322449,V17032,0220,PONDS,2449,EAST SIDE,074,V17
90.719111,23.381056,V180052472,V18005,0024,PONDS,2472,SOUTH SIDE,001,V18
90.719694,23.381028,V180042473,V18004,0016,PONDS,2473,WEST SIDE,003,V18
90.720139,23.380778,V180022474,V18002,0012,PONDS,2474,SOUTH SIDE,005,V18
90.720750,23.381083,V180012475,V18001,0002,PONDS,2475,EAST SIDE,007,V18
90.719333,23.381806,V180062476,V18006,0037,PONDS,2476,WEST SIDE,008,V18
90.718694,23.382000,V180062477,V18006,0037,PONDS,2477,SOUTH SIDE,009,V18
90.719583,23.382639,V180082478,V18008,0057,PONDS,2478,EAST SIDE,011,V18
90.719972,23.382944,V180092479,V18009,0068,PONDS,2479,NORTH SIDE,012,V18
90.720167,23.383556,V180102480,V18010,0069,PONDS,2480,WEST SIDE,013,V18
90.721111,23.382333,V180112481,V18011,0072,PONDS,2481,NORTH SIDE,014,V18
90.720611,23.383472,V180122482,V18012,0080,PONDS,2482,EAST SIDE,016,V18
90.720750,23.383583,V180122483,V18012,0080,PONDS,2483,WEST SIDE,017,V18
90.720889,23.384222,V180132484,V18013,0084,PONDS,2484,EAST SIDE,019,V18
90.721139,23.384361,V180132485,V18013,0091,PONDS,2485,EAST SIDE,020,V18
90.721806,23.384694,V180142486,V18014,0100,PONDS,2486,EAST SIDE,021,V18
90.722139,23.383722,V181502487,V18150,0104,PONDS,2487,EAST SIDE,024,V18
90.728444,23.399056,V180762584,V18076,0689,PONDS,2584,SOUTH SIDE,219,V18
90.728472,23.398889,V180762585,V18076,0690,PONDS,2585,NORTH SIDE,220,V18
90.728889,23.397972,V180772586,V18077,0706,PONDS,2586,EAST SIDE,223,V18
90.728306,23.397528,V180782587,V18078,0719,PONDS,2587,WEST SIDE,225,V18
90.727889,23.397333,V180782588,V18078,0720,PONDS,2588,WEST SIDE,226,V18
90.727528,23.397222,V180792589,V18079,0722,PONDS,2589,NORTH SIDE,227,V18
90.726611,23.397472,V180802590,V18080,0748,PONDS,2590,EAST SIDE,228,V18
90.727278,23.396722,V180802591,V18080,0738,PONDS,2591,WEST SIDE,230,V18
90.727556,23.396722,V180802592,V18080,0738,PONDS,2592,WEST SIDE,231,V18
90.725583,23.397861,V180832593,V18083,0760,PONDS,2593,SOUTH SIDE,233,V18
90.722500,23.385222,V180152488,V18015,0113,PONDS,2488,WEST SIDE,025,V18
90.722389,23.385444,V180162489,V18016,0120,PONDS,2489,EAST SIDE,026,V18
90.722389,23.386167,V180852490,V18085,0132,PONDS,2490,NORTH SIDE,029,V18
90.723583,23.385889,V180192491,V18019,0149,PONDS,2491,EAST SIDE,031,V18
90.723333,23.386222,V180182492,V18018,0145,PONDS,2492,SOUTH SIDE,032,V18
90.723222,23.386056,V180182493,V18018,0145,PONDS,2493,EAST SIDE,033,V18
90.723333,23.385278,V180182494,V18018,0146,PONDS,2494,SOUTH SIDE,034,V18
90.724083,23.386194,V180212495,V18021,0155,PONDS,2495,WEST SIDE,044,V18
90.724111,23.386722,V180222496,V18022,0160,PONDS,2496,WEST SIDE,046,V18
90.724306,23.387000,V180242497,V18024,0172,PONDS,2497,SOUTH SIDE,049,V18
90.724833,23.386889,V180252498,V18025,0183,PONDS,2498,NORTH SIDE,050,V18
90.724667,23.386861,V180252499,V18025,0183,PONDS,2499,NORTH SIDE,051,V18
90.725056,23.387222,V180252500,V18025,0877,PONDS,2500,SOUTH SIDE,052,V18
90.726111,23.388222,V180282501,V18028,0221,PONDS,2501,WEST SIDE,055,V18
90.726472,23.387472,V180902502,V18090,0222,PONDS,2502,NORTH SIDE,056,V18
90.727361,23.386806,V181822503,V18182,0875,PONDS,2503,WEST SIDE,059,V18
90.726889,23.388167,V180922504,V18092,0226,PONDS,2504,SOUTH SIDE,060,V18
90.726889,23.388556,V180292505,V18029,0227,PONDS,2505,EAST SIDE,063,V18
90.724333,23.385778,V180882506,V18088,0157,PONDS,2506,SOUTH SIDE,068,V18
90.724972,23.385250,V181312507,V18131,0158,PONDS,2507,NORTH SIDE,070,V18
90.725056,23.385333,V180442508,V18044,0248,PONDS,2508,WEST SIDE,072,V18
90.726056,23.391278,V180452509,V18045,0259,PONDS,2509,SOUTH SIDE,073,V18
90.726361,23.391194,V180452510,V18045,0259,PONDS,2510,NORTH SIDE,074,V18
90.726583,23.390667,V180462511,V18046,0263,PONDS,2511,SOUTH SIDE,077,V18
90.727444,23.391583,V180482512,V18048,0273,PONDS,2512,WEST SIDE,078,V18
90.727972,23.392306,V180492513,V18049,0282,PONDS,2513,SOUTH SIDE,080,V18
90.727333,23.388944,V180932514,V18093,0287,PONDS,2514,EAST SIDE,084,V18
90.727250,23.389528,V180302515,V18030,0293,PONDS,2515,WEST SIDE,085,V18
90.727389,23.389944,V180322516,V18032,0300,PONDS,2516,NORTH SIDE,087,V18
90.728028,23.390000,V180942517,V18094,0304,PONDS,2517,WEST SIDE,088,V18
90.728083,23.389750,V180942518,V18094,0304,PONDS,2518,WEST SIDE,089,V18
90.727556,23.390417,V180332519,V18033,0306,PONDS,2519,EAST SIDE,090,V18
90.728417,23.390472,V180342520,V18034,0310,PONDS,2520,NORTH SIDE,092,V18
90.729306,23.391222,V180352521,V18035,0323,PONDS,2521,SOUTH SIDE,094,V18
90.729500,23.391306,V180362522,V18036,0325,PONDS,2522,WEST SIDE,096,V18
90.729028,23.392167,V180362523,V18036,0324,PONDS,2523,EAST SIDE,097,V18
90.729611,23.391750,V180362524,V18036,0325,PONDS,2524,WEST SIDE,098,V18
90.729861,23.391889,V180372525,V18037,0327,PONDS,2525,NORTH SIDE,099,V18
90.732917,23.392583,V181562526,V18156,0374,PONDS,2526,NORTH SIDE,113,V18
90.733694,23.393361,V180382527,V18038,0363,PONDS,2527,NORTH SIDE,115,V18
90.731222,23.392083,V180382528,V18038,0363,PONDS,2528,EAST SIDE,116,V18
90.730361,23.392111,V180382529,V18038,0368,PONDS,2529,SOUTH SIDE,119,V18
90.729111,23.392611,V180392530,V18039,0377,PONDS,2530,WEST SIDE,123,V18
90.729583,23.392778,V180402531,V18040,0388,PONDS,2531,WEST SIDE,124,V18
90.729806,23.393167,V180402532,V18040,0391,PONDS,2532,WEST SIDE,125,V18
90.729806,23.393167,V180422533,V18042,0395,PONDS,2533,WEST SIDE,126,V18
90.729972,23.393972,V180432534,V18043,0398,PONDS,2534,WEST SIDE,127,V18
90.728528,23.394056,V181142535,V18114,0400,PONDS,2535,WEST SIDE,130,V18
90.728056,23.393889,V181142536,V18114,0400,PONDS,2536,NORTH SIDE,131,V18
90.728750,23.393194,V180502537,V18050,0403,PONDS,2537,NORTH SIDE,132,V18
90.728667,23.393611,V180502538,V18050,0405,PONDS,2538,WEST SIDE,133,V18
90.728944,23.394056,V180512539,V18051,0412,PONDS,2539,WEST SIDE,135,V18
90.729333,23.394583,V180522540,V18052,0425,PONDS,2540,WEST SIDE,137,V18
90.729306,23.395139,V180532541,V18053,0433,PONDS,2541,EAST SIDE,139,V18
90.730000,23.395056,V180532542,V18053,0436,PONDS,2542,WEST SIDE,140,V18
90.730083,23.395417,V180542543,V18054,0437,PONDS,2543,SOUTH SIDE,141,V18
90.729972,23.395750,V180542544,V18054,0441,PONDS,2544,WEST SIDE,143,V18
90.730028,23.396306,V180542545,V18054,0446,PONDS,2545,EAST SIDE,144,V18
90.729278,23.395889,V180992546,V18099,0448,PONDS,2546,WEST SIDE,146,V18
90.729389,23.396111,V181432547,V18143,0450,PONDS,2547,WEST SIDE,147,V18
90.729500,23.396306,V181542548,V18154,0453,PONDS,2548,WEST SIDE,148,V18
90.731861,23.394889,V181422549,V18142,0462,PONDS,2549,SOUTH SIDE,159,V18
90.732056,23.394750,V180872550,V18087,0463,PONDS,2550,SOUTH SIDE,160,V18
90.732139,23.394667,V181022551,V18102,0463,PONDS,2551,SOUTH SIDE,161,V18
90.730750,23.396750,V180552553,V18055,0478,PONDS,2553,WEST SIDE,168,V18
90.731361,23.396833,V180562554,V18056,0485,PONDS,2554,EAST SIDE,169,V18
90.731583,23.397028,V180572555,V18057,0490,PONDS,2555,EAST SIDE,170,V18
90.731944,23.396250,V180582556,V18058,0813,PONDS,2556,WEST SIDE,173,V18
90.732222,23.396444,V180590557,V18059,0506,PONDS,0557,SOUTH SIDE,174,V18
90.735167,23.398806,V180692558,V18069,0523,PONDS,2558,EAST SIDE,179,V18
90.733722,23.397722,V181042559,V18104,0530,PONDS,2559,EAST SIDE,181,V18
90.732806,23.397472,V180622560,V18062,0538,PONDS,2560,SOUTH SIDE,182,V18
90.731972,23.397806,V180632561,V18063,0555,PONDS,2561,EAST SIDE,184,V18
90.732778,23.398278,V180632562,V18063,0567,PONDS,2562,WEST SIDE,185,V18
90.732222,23.399056,V180652563,V18065,0575,PONDS,2563,NORTH SIDE,187,V18
90.733139,23.399028,V180652564,V18065,0582,PONDS,2564,WEST SIDE,188,V18
90.733056,23.398806,V180652565,V18065,0583,PONDS,2565,NORTH SIDE,189,V18
90.732528,23.399556,V180672566,V18067,0588,PONDS,2566,EAST SIDE,190,V18
90.732917,23.399611,V180672567,V18067,0597,PONDS,2567,WEST SIDE,191,V18
90.733000,23.399694,V180672568,V18067,0600,PONDS,2568,SOUTH SIDE,192,V18
90.731694,23.399750,V181212569,V18121,0622,PONDS,2569,WEST SIDE,193,V18
90.733750,23.401361,V181442572,V18144,0620,PONDS,2572,SOUTH SIDE,203,V18
90.729806,23.399583,V181192573,V18119,0670,PONDS,2573,EAST SIDE,204,V18
90.729667,23.399556,V181192574,V18119,0670,PONDS,2574,EAST SIDE,205,V18
90.728889,23.400167,V180742575,V18074,0677,PONDS,2575,WEST SIDE,207,V18
90.728944,23.400222,V180732576,V18073,0658,PONDS,2576,SOUTH SIDE,209,V18
90.729528,23.400556,V180732577,V18073,0661,PONDS,2577,WEST SIDE,210,V18
90.729472,23.400778,V180732578,V18073,0663,PONDS,2578,WEST SIDE,212,V18
90.729389,23.400889,V180732579,V18073,0663,PONDS,2579,EAST SIDE,213,V18
90.729278,23.401000,V180722580,V18072,0649,PONDS,2580,SOUTH SIDE,214,V18
90.728778,23.401583,V181112581,V18111,0647,PONDS,2581,EAST SIDE,215,V18
90.729556,23.402889,V180712582,V18071,0644,PONDS,2582,SOUTH SIDE,216,V18
90.726722,23.371028,V190033688,V19003,0011,PONDS,3688,NORTH  SIDE,001,V19
90.725361,23.370583,V190103689,V19010,0054,PONDS,3689,WEST  SIDE,007,V19
90.725056,23.370472,V190103690,V19010,0055,PONDS,3690,SOUTH  SIDE,008,V19
90.725000,23.369944,V190113691,V19011,0056,PONDS,3691,WEST  SIDE,009,V19
90.724444,23.369861,V190123692,V19012,0068,PONDS,3692,WEST  SIDE,010,V19
90.724472,23.369889,V190123693,V19012,0069,PONDS,3693,WEST  SIDE,011,V19
90.724250,23.369528,V190133694,V19013,0072,PONDS,3694,EAST  SIDE,012,V19
90.723833,23.369139,V190143695,V19014,0075,PONDS,3695,WEST  SIDE,013,V19
90.723528,23.369139,V190153696,V19015,0080,PONDS,3696,EAST  SIDE,014,V19
90.723361,23.370083,V190163697,V19016,0088,PONDS,3697,WEST  SIDE,015,V19
90.722889,23.369333,V190173698,V19017,0090,PONDS,3698,WEST  SIDE,017,V19
90.720500,23.368972,V190183699,V19018,0099,PONDS,3699,SOUTH  SIDE,019,V19
90.721056,23.369556,V190183700,V19018,0099,PONDS,3700,SOUTH  SIDE,021,V19
90.721583,23.370111,V190183701,V19018,0098,PONDS,3701,EAST  SIDE,022,V19
90.721667,23.367361,V190223702,V19022,0106,PONDS,3702,WEST  SIDE,027,V19
90.722611,23.368056,V190243703,V19024,0130,PONDS,3703,NORTH  SIDE,035,V19
90.723000,23.368056,V190253704,V19025,0138,PONDS,3704,NORTH  SIDE,037,V19
90.723389,23.368139,V190253705,V19025,0150,PONDS,3705,NORTH  SIDE,038,V19
90.723611,23.367806,V190273706,V19027,0158,PONDS,3706,NORTH  SIDE,040,V19
90.724139,23.368083,V190283707,V19028,0160,PONDS,3707,NORTH  SIDE,041,V19
90.726889,23.365806,V190293708,V19029,0174,PONDS,3708,NORTH  SIDE,048,V19
90.726361,23.365000,V190313709,V19031,0192,PONDS,3709,SOUTH  SIDE,050,V19
90.718944,23.352361,V190823754,V19082,0570,PONDS,3754,SOUTH  SIDE,166,V19
90.725278,23.364500,V190323710,V19032,0221,PONDS,3710,SOUTH  SIDE,057,V19
90.725083,23.363056,V190323711,V19032,0232,PONDS,3711,NORTH  SIDE,058,V19
90.724583,23.364611,V190333712,V19033,0234,PONDS,3712,SOUTH  SIDE,060,V19
90.724583,23.364194,V190333713,V19033,0243,PONDS,3713,NORTH  SIDE,061,V19
90.725194,23.363306,V191093714,V19109,0247,PONDS,3714,WEST SIDE,065,V19
90.728972,23.372472,V191293715,V19129,0279,PONDS,3715,NORTH  SIDE,077,V19
90.728722,23.373722,V191243716,V19124,0271,PONDS,3716,SOUTH SIDE,088,V19
90.728972,23.374583,V191193717,V19119,0265,PONDS,3717,EAST  SIDE,091,V19
90.729639,23.365333,V191383718,V19138,0608,PONDS,3718,SOUTH  SIDE,095,V19
90.731194,23.363528,V190413719,V19041,0300,PONDS,3719,SOUTH  SIDE,097,V19
90.732083,23.363667,V190453720,V19045,0307,PONDS,3720,EAST  SIDE,099,V19
90.734778,23.362694,V190553721,V19055,0346,PONDS,3721,EAST  SIDE,105,V19
90.731750,23.363111,V190563722,V19056,0347,PONDS,3722,EAST  SIDE,110,V19
90.732528,23.362472,V190583723,V19058,0353,PONDS,3723,WEST  SIDE,111,V19
90.731972,23.362583,V190583724,V19058,0359,PONDS,3724,EAST  SIDE,112,V19
90.732444,23.362250,V190603725,V19060,0363,PONDS,3725,WEST  SIDE,113,V19
90.731750,23.362278,V190593726,V19059,0362,PONDS,3726,EAST  SIDE,114,V19
90.731278,23.362000,V190613727,V19061,0367,PONDS,3727,WEST  SIDE,117,V19
90.731167,23.361611,V190623728,V19062,0374,PONDS,3728,WEST  SIDE,118,V19
90.732583,23.361972,V190633729,V19063,0392,PONDS,3729,WEST  SIDE,123,V19
90.732750,23.361472,V190643730,V19064,0400,PONDS,3730,WEST  SIDE,124,V19
90.726750,23.358417,V191003731,V19100,0404,PONDS,3731,WEST  SIDE,125,V19
90.727528,23.359417,V190693732,V19069,0406,PONDS,3732,WEST  SIDE,126,V19
