lon,lat,PON_ID,BARI,NFH,NAME,SEQNO,DESCP,LMK,vill
90.778417,23.397000,DX00195546,DX0019,0244,PONDS,5546,NORTH  SIDE,091,DX0
90.778722,23.398389,DX00205547,DX0020,0256,PONDS,5547,WEST   SIDE,100,DX0
90.778667,23.398694,DX00205548,DX0020,0768,PONDS,5548,WEST  SIDE,101,DX0
90.779528,23.401306,DX00225549,DX0022,0266,PONDS,5549,WEST  SIDE,102,DX0
90.779528,23.401556,DX00225550,DX0022,0266,PONDS,5550,EAST  SIDE,103,DX0
90.780306,23.402056,DX00225551,DX0022,0263,PONDS,5551,WEST   SIDE,104,DX0
90.779944,23.402194,DX00225552,DX0022,0268,PONDS,5552,WEST  SIDE,105,DX0
90.779444,23.403000,DX00225553,DX0022,0282,PONDS,5553,SOUTH  SIDE,106,DX0
90.779056,23.402694,DX00225554,DX0022,0281,PONDS,5554,SOUTH  SIDE,108,DX0
90.776611,23.403194,DX00235555,DX0023,0294,PONDS,5555,EAST   SIDE,111,DX0
90.777694,23.403528,DX00235556,DX0023,0297,PONDS,5556,SOUTH  SIDE,114,DX0
90.777389,23.403667,DX00235557,DX0023,0297,PONDS,5557,EAST  SIDE,115,DX0
90.776111,23.403806,DX00235558,DX0023,0314,PONDS,5558,SOUTH  SIDE,120,DX0
90.775250,23.403556,DX00245559,DX0024,0322,PONDS,5559,SOUTH  SIDE,121,DX0
90.775639,23.403333,DX00245560,DX0024,0316,PONDS,5560,WEST  SIDE,122,DX0
90.775583,23.403167,DX00245561,DX0024,0335,PONDS,5561,NORTH  SIDE,123,DX0
90.773444,23.402500,DX00255562,DX0025,0341,PONDS,5562,EAST   SIDE,124,DX0
90.773278,23.403278,DX00265563,DX0026,0360,PONDS,5563,SOUTH  SIDE,126,DX0
90.772361,23.402944,DX00275564,DX0027,0383,PONDS,5564,NORTH  SIDE,129,DX0
90.771944,23.403389,DX00275565,DX0027,0395,PONDS,5565,NORTH  SIDE,130,DX0
90.772250,23.403583,DX00275566,DX0027,0384,PONDS,5566,WEST  SIDE,131,DX0
90.772750,23.403417,DX00275567,DX0027,0382,PONDS,5567,SOUTH  SIDE,132,DX0
90.773694,23.403083,DX00265568,DX0026,0351,PONDS,5568,EAST  SIDE,133,DX0
90.770639,23.398861,DX00595569,DX0059,0006,PONDS,5569,WEST  SIDE,134,DX0
90.770944,23.403361,DX00285570,DX0028,0402,PONDS,5570,WEST  SIDE,135,DX0
90.770361,23.403139,DX00295571,DX0029,0419,PONDS,5571,SOUTH  SIDE,136,DX0
90.770722,23.404639,DX00305572,DX0030,0424,PONDS,5572,WEST  SIDE,143,DX0
90.769750,23.404778,DX00315573,DX0031,0428,PONDS,5573,WEST  SIDE,144,DX0
90.771306,23.408667,DX00335574,DX0033,0448,PONDS,5574,WEST  SIDE,148,DX0
90.772194,23.408111,DX00345575,DX0034,0487,PONDS,5575,EAST  SIDE,149,DX0
90.772556,23.408500,DX00345576,DX0034,0487,PONDS,5576,WEST  SIDE,151,DX0
90.772944,23.409417,DX00345577,DX0034,0485,PONDS,5577,WEST  SIDE,153,DX0
90.772750,23.409611,DX00345578,DX0034,0485,PONDS,5578,EAST  SIDE,154,DX0
90.772806,23.410083,DX00345579,DX0034,0485,PONDS,5579,EAST  SIDE,155,DX0
90.774278,23.408444,DX00365580,DX0036,0500,PONDS,5580,EAST  SIDE,159,DX0
90.774694,23.408167,DX00365581,DX0036,0499,PONDS,5581,SOUTH  SIDE,161,DX0
90.774944,23.408500,DX00365582,DX0036,0497,PONDS,5582,EAST  SIDE,162,DX0
90.774528,23.407694,DX00585583,DX0058,0452,PONDS,5583,WEST  SIDE,164,DX0
90.773444,23.408389,DX00355584,DX0035,0492,PONDS,5584,SOUTH  SIDE,065,DX0
90.771833,23.408056,DX00335585,DX0033,0449,PONDS,5585,SOUTH  SIDE,166,DX0
90.771611,23.407889,DX00335586,DX0033,0449,PONDS,5586,EAST  SIDE,167,DX0
90.776444,23.408750,DX00375587,DX0037,0507,PONDS,5587,NORTH  SIDE,169,DX0
90.777111,23.408500,DX00385588,DX0038,0506,PONDS,5588,WEST  SIDE,172,DX0
90.777778,23.407889,DX00395589,DX0039,0518,PONDS,5589,NORTH  SIDE,173,DX0
90.778000,23.408056,DX00395590,DX0039,0524,PONDS,5590,WEST  SIDE,174,DX0
90.777389,23.408194,DX00395591,DX0039,0520,PONDS,5591,WEST  SIDE,175,DX0
90.776972,23.409111,DX00405592,DX0040,0530,PONDS,5592,EAST  SIDE,177,DX0
90.777444,23.409583,DX00405593,DX0040,0526,PONDS,5593,WEST  SIDE,178,DX0
90.776750,23.409778,DX00405594,DX0040,0530,PONDS,5594,WEST  SIDE,179,DX0
90.776806,23.410417,DX00415595,DX0041,0531,PONDS,5595,EAST  SIDE,182,DX0
90.777417,23.410333,DX00415596,DX0041,0532,PONDS,5596,EAST  SIDE,183,DX0
90.778222,23.411361,DX00435597,DX0043,0534,PONDS,5597,EAST  SIDE,188,DX0
90.778167,23.410722,DX00435598,DX0043,0534,PONDS,5598,WEST   SIDE,189,DX0
90.777694,23.410778,DX00435599,DX0043,0537,PONDS,5599,SOUTH  SIDE,190,DX0
90.779472,23.411389,DX00455600,DX0045,0556,PONDS,5600,WEST  SIDE,193,DX0
90.779111,23.410889,DX00455601,DX0045,0558,PONDS,5601,SOUTH  SIDE,196,DX0
90.779083,23.410889,DX00465602,DX0046,0561,PONDS,5602,WEST   SIDE,197,DX0
90.779028,23.409778,DX00465603,DX0046,0565,PONDS,5603,WEST  SIDE,200,DX0
90.778083,23.409778,DX00475604,DX0047,0574,PONDS,5604,EAST  SIDE,204,DX0
90.776444,23.407028,DX00575605,DX0057,0678,PONDS,5605,NORTH  SIDE,205,DX0
90.776972,23.406556,DX00565606,DX0056,0670,PONDS,5606,EAST  SIDE,207,DX0
90.778444,23.406583,DX00555607,DX0055,0632,PONDS,5607,SOUTH  SIDE,209,DX0
90.779139,23.406972,DX00535608,DX0053,0626,PONDS,5608,WEST  SIDE,212,DX0
90.778361,23.405194,DX00545609,DX0054,0619,PONDS,5609,NORTH  SIDE,215,DX0
90.779833,23.406250,DX00525610,DX0052,0615,PONDS,5610,WEST  SIDE,219,DX0
90.779722,23.406833,DX00525611,DX0052,0609,PONDS,5611,WEST  SIDE,220,DX0
90.780000,23.407722,DX00515612,DX0051,0605,PONDS,5612,WEST  SIDE,222,DX0
90.779250,23.408306,DX00505613,DX0050,0601,PONDS,5613,SOUTH  SIDE,224,DX0
90.779028,23.408861,DX00495614,DX0049,0591,PONDS,5614,WEST  SIDE,226,DX0
90.778528,23.408583,DX00485615,DX0048,0580,PONDS,5615,NORTH  SIDE,227,DX0
90.774111,23.407528,DX00585616,DX0058,0470,PONDS,5616,SOUTH  SIDE,234,DX0
90.774139,23.406944,DX00585617,DX0058,0464,PONDS,5617,NORTH  SIDE,235,DX0
90.774417,23.407028,DX00585618,DX0058,0460,PONDS,5618,WEST  SIDE,236,DX0
90.774667,23.408028,DX00585619,DX0058,0466,PONDS,5619,NORTH  SIDE,237,DX0
90.774111,23.408222,DX00585620,DX0058,0466,PONDS,5620,NORTH  SIDE,238,DX0
90.772056,23.414556,DX10305432,DX1030,0001,PONDS,5432,SOUTH  SIDE,001,DX1
90.772500,23.414500,DX10015433,DX1001,0027,PONDS,5433,WEST  SIDE,004,DX1
90.772944,23.414222,DX10015434,DX1001,0009,PONDS,5434,WEST  SIDE,005,DX1
90.772528,23.412861,DX10025435,DX1002,0040,PONDS,5435,WEST  SIDE,014,DX1
90.772389,23.413444,DX10025436,DX1002,0041,PONDS,5436,SOUTH  SIDE,015,DX1
90.772222,23.413694,DX10025437,DX1002,0039,PONDS,5437,NORTH  SIDE,016,DX1
90.771917,23.413639,DX10025438,DX1002,0047,PONDS,5438,NORTH  SIDE,017,DX1
90.771528,23.414194,DX10355439,DX1035,0050,PONDS,5439,SOUTH  SIDE,019,DX1
90.771528,23.414167,DX10035440,DX1003,0066,PONDS,5440,SOUTH  SIDE,020,DX1
90.771583,23.413250,DX10035441,DX1003,0057,PONDS,5441,WEST  SIDE,021,DX1
90.771556,23.416194,DX10085442,DX1008,0098,PONDS,5442,EAST  SIDE,026,DX1
90.771972,23.416694,DX10085443,DX1008,0094,PONDS,5443,WEST  SIDE,028,DX1
90.772083,23.416750,DX10085444,DX1008,0093,PONDS,5444,WEST  SIDE,029,DX1
90.771250,23.417194,DX10085445,DX1008,0090,PONDS,5445,EAST  SIDE,031,DX1
90.768417,23.417333,DX10105446,DX1010,0110,PONDS,5446,EAST  SIDE,033,DX1
90.769000,23.418222,DX10095447,DX1009,0117,PONDS,5447,WEST   SIDE,035,DX1
90.768972,23.419194,DX10115448,DX1011,0129,PONDS,5448,WEST   SIDE,037,DX1
90.769611,23.420639,DX10125449,DX1012,0137,PONDS,5449,SOUTH  SIDE,038,DX1
90.769250,23.420361,DX10125450,DX1012,0141,PONDS,5450,EAST  SIDE,039,DX1
90.765722,23.418972,DX10385451,DX1038,0146,PONDS,5451,NORTH  SIDE,049,DX1
90.765306,23.419361,DX10135452,DX1013,0155,PONDS,5452,SOUTH  SIDE,051,DX1
90.764972,23.417194,DX10295453,DX1029,0167,PONDS,5453,WEST  SIDE,054,DX1
90.766250,23.417528,DX10145454,DX1014,0168,PONDS,5454,WEST  SIDE,056,DX1
90.767250,23.414667,DX10155455,DX1015,0185,PONDS,5455,WEST  SIDE,060,DX1
90.766556,23.414972,DX10165456,DX1016,0191,PONDS,5456,SOUTH  SIDE,063,DX1
90.765000,23.415167,DX10175457,DX1017,0196,PONDS,5457,SOUTH  SIDE,066,DX1
90.764250,23.413500,DX10195458,DX1019,0208,PONDS,5458,NORTH  SIDE,068,DX1
90.764972,23.413528,DX10205459,DX1020,0209,PONDS,5459,WEST  SIDE,069,DX1
90.765444,23.412806,DX10215460,DX1021,0210,PONDS,5460,SOUTH  SIDE,070,DX1
90.766111,23.411806,DX10215461,DX1021,0214,PONDS,5461,WEST  SIDE,073,DX1
90.765806,23.411917,DX10215462,DX1021,0214,PONDS,5462,NORTH  SIDE,074,DX1
90.766972,23.412972,DX10225463,DX1022,0218,PONDS,5463,WEST  SIDE,077,DX1
90.766361,23.413722,DX10235464,DX1023,0220,PONDS,5464,WEST  SIDE,078,DX1
90.767750,23.412167,DX10265465,DX1026,0241,PONDS,5465,WEST   SIDE,081,DX1
90.767667,23.411472,DX10275466,DX1027,0249,PONDS,5466,WEST  SIDE,082,DX1
90.769444,23.412361,DX10405467,DX1040,0260,PONDS,5467,NORTH  SIDE,083,DX1
90.767667,23.413194,DX10245468,DX1024,0232,PONDS,5468,SOUTH  SIDE,087,DX1
90.767361,23.413194,DX10245469,DX1024,0230,PONDS,5469,EAST  SIDE,088,DX1
90.767028,23.413861,DX10245470,DX1024,0226,PONDS,5470,EAST SIDE,089,DX1
90.767306,23.413972,DX10245471,DX1024,0224,PONDS,5471,WEST   SIDE,090,DX1
90.768111,23.414167,DX10345472,DX1034,0077,PONDS,5472,NORTH  SIDE,092,DX1
90.769583,23.414278,DX10075473,DX1007,0080,PONDS,5473,WEST  SIDE,095,DX1
90.769750,23.414389,DX10075474,DX1007,0080,PONDS,5474,SOUTH  SIDE,096,DX1
90.769611,23.414778,DX10075475,DX1007,0085,PONDS,5475,SOUTH  SIDE,099,DX1
90.769694,23.415056,DX10075476,DX1007,0087,PONDS,5476,WEST  SIDE,100,DX1
90.739470,23.364787,H000373175,H00037,0234,POND,3175,WEST SIDE,001,H00
90.739470,23.365120,H000373176,H00037,0229,POND,3176,WEST SIDE,003,H00
90.739303,23.365565,H000353177,H00035,0224,POND,3177,SOUITH SIDE,004,H00
90.738720,23.365565,H000353178,H00035,0221,POND,3178,SOUTH SIDE,005,H00
90.738775,23.366509,H000343179,H00034,0211,POND,3179,WEST SIDE,008,H00
90.738914,23.366842,H000343180,H00034,0211,POND,3180,NORTH SIDE,010,H00
90.738858,23.366842,H000333181,H00033,0283,POND,3181,SOUTH SIDE,011,H00
90.738664,23.367009,H000323182,H00032,0199,POND,3182,SOUTH WEST CORNER,012,H00
90.738331,23.367926,H000303183,H00030,0190,POND,3183,NORTH SIDE,016,H00
90.736942,23.368092,H000283184,H00028,0180,POND,3184,SOUTH SIDE,018,H00
90.737053,23.367703,H000293185,H00029,0184,POND,3185,SOUTH SIDE,017,H00
90.737192,23.368648,H000473186,H00047,0166,POND,3186,SOUTH SIDE,020,H00
90.737470,23.369120,H000263187,H00026,0168,POND,3187,EAST SIDE,023,H00
90.736581,23.366648,H000463188,H00046,0268,POND,3188,SOUTH SIDE,025,H00
90.738303,23.369426,H000253189,H00025,0163,POND,3189,WEST SIDE,031,H00
90.737497,23.369481,H000253190,H00025,0165,POND,3190,SOUTH SIDE,032,H00
90.737581,23.369870,H000243191,H00024,0158,POND,3191,SOUTH SIDE,033,H00
90.738164,23.369703,H000243192,H00024,0155,POND.,3192,WEST SIDE,034,H00
90.737831,23.370203,H000233193,H00023,0150,POND,3193,EAST SIDE,035,H00
90.738275,23.370620,H000223194,H00022,0145,POND,3194,NORTH EAST CORNER,037,H00
90.738803,23.370592,H000213195,H00021,0143,POND,3195,EAST SIDE,038,H00
90.738470,23.370926,H000213196,H00021,0144,POND,3196,EAST SIDE,039,H00
90.739081,23.370898,H000203197,H00020,0135,POND,3197,SOUTH SIDE,040,H00
90.738831,23.371315,H000203198,H00020,0133,POND,3198,NORTH SIDE,042,H00
90.739386,23.371148,H000193199,H00019,0130,POND,3199,SOUTH SIDE,044,H00
90.738608,23.371481,H000193200,H00019,0128,POND,3200,SOUTH SIDE,043,H00
90.739525,23.371537,H000173201,H00017,0109,POND,3201,SOUTH SIDE,046,H00
90.739220,23.372065,H000173202,H00017,0106,POND.,3202,NORTH SIDE,047,H00
90.740025,23.372453,H000153203,H00015,0095,POND,3203,NORTH SIDE,050,H00
90.740914,23.373148,H000113204,H00011,0086,POND,3204,SOUTH SIDE,057,H00
90.738831,23.372426,H000183205,H00018,0119,POND,3205,NORTH SIDE,060,H00
90.739636,23.374148,H000093206,H00009,0122,POND,3206,EAST SIDE,061,H00
90.741081,23.373787,H000073207,H00007,0065,POND,3207,SOUTH WEST CORNER,066,H00
90.742081,23.374259,H000063208,H00006,0056,POND,3208,SOUTH SIDE,069,H00
90.741720,23.374398,H000063209,H00006,0056,POND,3209,SOUTH SIDE,070,H00
90.741831,23.375342,H000053210,H00005,0047,POND,3210,WEST SIDE,071,H00
90.742525,23.375953,H000043211,H00004,0042,POND,3211,NORTH SIDE,074,H00
90.742025,23.376176,H000033212,H00003,0032,POND,3212,EAST SIDE,075,H00
90.759802,23.393677,K000165112,K00016,0060,POND,5112,NORTH SIDE,071,K00
90.757691,23.391704,K000195113,K00019,0031,POND,5113,EAST SIDE,073,K00
90.756080,23.392454,K000025114,K00002,0023,POND,5114,WEST SIDE,078,K00
90.755969,23.393149,K000035115,K00003,0073,POND,5115,NORTH SIDE,080,K00
90.758163,23.394982,K000145116,K00014,0090,POND,5116,NORTH SIDE,083,K00
90.756135,23.395427,K000095117,K00009,0110,POND,5117,EAST SIDE,088,K00
90.756524,23.396121,K000095118,K00009,0112,POND,5118,SOUTH SIDE,090,K00
90.755885,23.396343,K000095119,K00009,0118,POND,5119,EAST SIDE,091,K00
90.755635,23.386899,L000015120,L00001,0005,POND,5120,EAST SIDE,001,L00
90.755413,23.387816,L000015121,L00001,0001,POND,5121,EAST SIDE,002,L00
90.754496,23.388954,L000065122,L00006,0035,POND,5122,NORTH SIDE,005,L00
90.754802,23.389593,L000075123,L00007,0038,POND,5123,NORTH SIDE,009,L00
90.755607,23.389566,L000105124,L00010,0050,POND,5124,NORTH SIDE,012,L00
90.755941,23.390704,L000095125,L00009,0049,POND,5125,NORTH SIDE,016,L00
90.756857,23.390204,L000275126,L00027,0087,POND,5126,EAST SIDE,018,L00
90.756163,23.389454,L000125127,L00012,0053,POND,5127,SOUTH SIDE,019,L00
90.756691,23.389538,L000125128,L00012,0057,POND,5128,NORTH SIDE,020,L00
90.757969,23.389066,L000175129,L00017,0080,POND,5129,NORTH SIDE,024,L00
90.757941,23.391010,L000205130,L00020,0088,POND,5130,SOUTH SIDE,028,L00
90.759080,23.391121,L000205131,L00020,0095,POND,5131,NORTH SIDE,029,L00
90.754524,23.387677,L000025132,L00002,0010,POND,5132,WEST SIDE,031,L00
90.749607,23.402231,M000015133,M00001,0018,POND,5133,SOUTH SIDE,040,M00
90.752469,23.402759,M000125134,M00012,0105,POND,5134,WEST SIDE,042,M00
90.753219,23.403065,M000105135,M00010,0098,POND,5135,EAST SIDE,043,M00
90.760024,23.400649,N000055240,N00005,0050,POND,5240,EAST SIDE,169,N00
90.759830,23.401566,N000055241,N00005,0058,POND,5241,WEST SIDE,171,N00
90.758663,23.403149,N000045242,N00004,0022,POND,5242,SOUTH SIDE,175,N00
90.759302,23.403399,N000045243,N00004,0029,POND,5243,SOUTH SIDE,177,N00
90.757969,23.403149,N000045244,N00004,0025,POND,5244,SOUTH SIDE,179,N00
90.757191,23.402038,N000025245,N00002,0003,POND,5245,NORTH EAST CORNER,184,N00
90.761441,23.400427,N000065246,N00006,0086,POND,5246,NORTH SIDE,189,N00
90.761885,23.399677,N000065247,N00006,0079,POND,5247,WEST SIDE,192,N00
90.761413,23.402343,N000075248,N00007,0092,POND,5248,SOUTH SIDE,199,N00
90.761996,23.403566,N000085249,N00008,0106,POND,5249,NORTH SIDE,205,N00
