lon,lat,AREA,PERIMETER,BARIS,vill
90.685029,23.323652,0,0,V32019,V32
90.685359,23.325037,0,0,V60005,V60
90.685998,23.325537,0,0,V60004,V60
90.688109,23.324259,0,0,V32024,V32
90.687554,23.324065,0,0,V32025,V32
90.686987,23.324198,0,0,V32015,V32
90.687137,23.324898,0,0,V32138,V32
90.686917,23.324396,0,0,V32021,V32
90.687665,23.324870,0,0,V32020,V32
90.690472,23.323139,0,0,V31031,V31
90.689385,23.322512,0,0,V32123,V32
90.689054,23.317065,0,0,V32081,V32
90.688748,23.322676,0,0,V32038,V32
90.689160,23.322574,0,0,V32035,V32
90.689206,23.322628,0,0,V32034,V32
90.689221,23.322620,0,0,V32131,V32
90.690122,23.322543,0,0,V32028,V32
90.687193,23.321926,0,0,V32032,V32
90.690289,23.322290,0,0,V32029,V32
90.690528,23.322444,0,0,V31034,V31
90.689721,23.322592,0,0,V32132,V32
90.691020,23.323478,0,0,V31333,V31
90.689528,23.326250,0,0,V31018,V31
90.688111,23.323894,0,0,V32122,V32
90.690652,23.323866,0,0,V31366,V31
90.690667,23.324972,0,0,V31028,V31
90.690409,23.324537,0,0,V31030,V31
90.690272,23.323951,0,0,V31032,V31
90.690333,23.324167,0,0,V31377,V31
90.690816,23.324119,0,0,V31051,V31
90.690005,23.323839,0,0,V32023,V32
90.691083,23.323694,0,0,V31029,V31
90.690148,23.324259,0,0,V32022,V32
90.687437,23.332569,0,0,V60025,V60
90.684364,23.331641,0,0,V60027,V60
90.683248,23.329759,0,0,V60006,V60
90.685554,23.326509,0,0,V60003,V60
90.685995,23.329847,0,0,V60007,V60
90.684340,23.333035,0,0,V60031,V60
90.684082,23.332120,0,0,V60015,V60
90.683943,23.332287,0,0,V60013,V60
90.686280,23.333468,0,0,V60026,V60
90.686523,23.332630,0,0,V60014,V60
90.686637,23.333315,0,0,V60017,V60
90.686054,23.333426,0,0,V60016,V60
90.687276,23.334176,0,0,V60018,V60
90.687245,23.334004,0,0,V60019,V60
90.689574,23.327773,0,0,V31428,V31
90.689300,23.327529,0,0,V31331,V31
90.689333,23.327139,0,0,V31013,V31
90.688417,23.326636,0,0,V31016,V31
90.688806,23.326861,0,0,V31015,V31
90.687827,23.327112,0,0,V60002,V60
90.688917,23.327639,0,0,V31012,V31
90.688744,23.326434,0,0,V60028,V60
90.690611,23.326528,0,0,V31019,V31
90.691028,23.327250,0,0,V31020,V31
90.690333,23.326917,0,0,V31014,V31
90.690806,23.328000,0,0,V31408,V31
90.689801,23.328287,0,0,V62001,V62
90.688276,23.331787,0,0,V60024,V60
90.688024,23.330021,0,0,V60032,V60
90.688317,23.333153,0,0,V60023,V60
90.690526,23.329231,0,0,V62004,V62
90.689991,23.329822,0,0,V62003,V62
90.690105,23.329353,0,0,V62002,V62
90.690800,23.330822,0,0,V62005,V62
90.690968,23.333650,0,0,V62043,V62
90.697806,23.315639,0,0,V31117,V31
90.695694,23.299667,0,0,V31307,V31
90.693088,23.306587,0,0,V31175,V31
90.693639,23.305944,0,0,V31174,V31
90.692139,23.299556,0,0,V31315,V31
90.692944,23.296556,0,0,V31394,V31
90.692658,23.294542,0,0,V31290,V31
90.692528,23.294056,0,0,V31289,V31
90.692000,23.297111,0,0,V31292,V31
90.694031,23.296294,0,0,V31291,V31
90.693944,23.299417,0,0,V31313,V31
90.692861,23.301944,0,0,V31314,V31
90.692444,23.299667,0,0,V31316,V31
90.692528,23.303194,0,0,V31295,V31
90.693306,23.303472,0,0,V31361,V31
90.692639,23.302472,0,0,V31360,V31
90.693804,23.302407,0,0,V31375,V31
90.692833,23.303694,0,0,V31296,V31
90.692722,23.306444,0,0,V31176,V31
90.696145,23.303644,0,0,V31297,V31
90.695703,23.298804,0,0,V31309,V31
90.695278,23.298500,0,0,V31310,V31
90.697855,23.295603,0,0,V31431,V31
90.694806,23.294750,0,0,V31424,V31
90.694833,23.293389,0,0,V31288,V31
90.694806,23.297528,0,0,V31357,V31
90.694695,23.297231,0,0,V31404,V31
90.695000,23.296750,0,0,V31327,V31
90.695222,23.297694,0,0,V31358,V31
90.695333,23.299250,0,0,V31311,V31
90.695528,23.298417,0,0,V31395,V31
90.694583,23.301028,0,0,V31359,V31
90.694750,23.302222,0,0,V31312,V31
90.694028,23.305472,0,0,V31298,V31
90.694250,23.302500,0,0,V31299,V31
90.694500,23.306250,0,0,V31172,V31
90.695053,23.304422,0,0,V31362,V31
90.689779,23.312419,0,0,V32163,V32
90.692250,23.311444,0,0,V31147,V31
90.692833,23.307111,0,0,V31177,V31
90.692671,23.307805,0,0,V31179,V31
90.692580,23.308917,0,0,V31409,V31
90.692245,23.309038,0,0,V32152,V32
90.693167,23.308833,0,0,V31381,V31
90.694556,23.311167,0,0,V31148,V31
90.692111,23.328833,0,0,V31145,V31
90.691308,23.314613,0,0,V31399,V31
90.688994,23.312928,0,0,V32171,V32
90.692222,23.313306,0,0,V31144,V31
90.688471,23.315120,0,0,V32079,V32
90.691644,23.314844,0,0,V31139,V31
90.691583,23.315306,0,0,V31138,V31
90.692859,23.314229,0,0,V31146,V31
90.689971,23.312815,0,0,V32091,V32
90.692025,23.313778,0,0,V31142,V31
90.692694,23.312806,0,0,V31372,V31
90.693881,23.313065,0,0,V31384,V31
90.692639,23.315028,0,0,V31140,V31
90.691972,23.314167,0,0,V31141,V31
90.693111,23.314500,0,0,V31143,V31
90.694167,23.309611,0,0,V31162,V31
90.694667,23.309167,0,0,V31337,V31
90.693528,23.308389,0,0,V31178,V31
90.693938,23.309384,0,0,V31450,V31
90.695833,23.307861,0,0,V31169,V31
90.695333,23.306972,0,0,V31170,V31
90.694937,23.309814,0,0,V31373,V31
90.695242,23.309161,0,0,V31163,V31
90.695250,23.309722,0,0,V31164,V31
90.694833,23.314250,0,0,V31152,V31
90.694966,23.312005,0,0,V31161,V31
90.694333,23.311917,0,0,V31149,V31
90.694808,23.311083,0,0,V31159,V31
90.694056,23.312722,0,0,V31401,V31
90.695083,23.311806,0,0,V31434,V31
90.694694,23.311278,0,0,V31160,V31
90.695217,23.312305,0,0,V31158,V31
90.695500,23.313222,0,0,V31150,V31
90.695528,23.314194,0,0,V31151,V31
90.699418,23.305614,0,0,V31241,V31
90.697667,23.297083,0,0,V31282,V31
90.696611,23.299028,0,0,V31308,V31
90.696028,23.293528,0,0,V31287,V31
90.696822,23.294420,0,0,V31426,V31
90.696278,23.296861,0,0,V31283,V31
90.697333,23.294861,0,0,V31286,V31
90.696845,23.297083,0,0,V31328,V31
90.697417,23.297361,0,0,V31403,V31
90.696556,23.301694,0,0,V31304,V31
90.695389,23.302667,0,0,V31363,V31
90.696194,23.301333,0,0,V31305,V31
90.697389,23.302505,0,0,V31330,V31
90.697278,23.301250,0,0,V31303,V31
90.697528,23.302361,0,0,V31378,V31
90.697389,23.302389,0,0,V31300,V31
90.697164,23.304673,0,0,V31497,V31
90.697271,23.304482,0,0,V31396,V31
90.700778,23.298389,0,0,V31277,V31
90.699111,23.296472,0,0,V31280,V31
90.698000,23.295861,0,0,V31284,V31
90.698085,23.297313,0,0,V31281,V31
90.699222,23.297389,0,0,V31279,V31
90.700278,23.297000,0,0,V31274,V31
90.699472,23.297972,0,0,V31278,V31
90.698194,23.304694,0,0,V31238,V31
90.696950,23.304056,0,0,V31427,V31
90.697972,23.302028,0,0,V31302,V31
90.696889,23.304056,0,0,V31301,V31
90.697588,23.303018,0,0,V31364,V31
90.697588,23.303405,0,0,V31411,V31
90.698916,23.303228,0,0,V31348,V31
90.698832,23.302171,0,0,V31349,V31
90.699694,23.302528,0,0,V31244,V31
90.699056,23.305528,0,0,V31239,V31
90.700028,23.305583,0,0,V31242,V31
90.698556,23.315194,0,0,V31115,V31
90.697417,23.309861,0,0,V31167,V31
90.697417,23.308528,0,0,V31168,V31
90.697111,23.307028,0,0,V31235,V31
90.696222,23.305778,0,0,V31234,V31
90.695028,23.310306,0,0,V31165,V31
90.697683,23.306440,0,0,V31236,V31
90.697889,23.305889,0,0,V31237,V31
90.697834,23.309215,0,0,V31425,V31
90.696750,23.311917,0,0,V31156,V31
90.695972,23.312500,0,0,V31157,V31
90.696194,23.311250,0,0,V31166,V31
90.696083,23.314694,0,0,V31153,V31
90.696306,23.313556,0,0,V31155,V31
90.697778,23.313861,0,0,V31114,V31
90.697528,23.313029,0,0,V31336,V31
90.696778,23.315139,0,0,V31154,V31
90.697639,23.314750,0,0,V31472,V31
90.699972,23.309306,0,0,V31186,V31
90.699056,23.308417,0,0,V31183,V31
90.698448,23.305054,0,0,V31347,V31
90.699333,23.305556,0,0,V31492,V31
90.699390,23.304961,0,0,V31240,V31
90.699611,23.304889,0,0,V31374,V31
90.701479,23.306072,0,0,V31415,V31
90.699965,23.308692,0,0,V31184,V31
90.698303,23.310833,0,0,V31108,V31
90.698444,23.309583,0,0,V31482,V31
90.699139,23.310167,0,0,V31106,V31
90.698336,23.311915,0,0,V31110,V31
90.698611,23.312583,0,0,V31111,V31
90.699500,23.313222,0,0,V31113,V31
90.698944,23.311417,0,0,V31109,V31
90.699275,23.310554,0,0,V31107,V31
90.700000,23.310361,0,0,V31187,V31
90.700861,23.315528,0,0,V31102,V31
90.695585,23.330245,0,0,V10083,V10
90.693278,23.323417,0,0,V31033,V31
90.692778,23.319694,0,0,V31055,V31
90.692389,23.318278,0,0,V31134,V31
90.691386,23.317143,0,0,V31383,V31
90.691333,23.316500,0,0,V31407,V31
90.691578,23.317476,0,0,V31390,V31
90.687358,23.317909,0,0,V32168,V32
90.687389,23.318044,0,0,V32172,V32
90.688022,23.317184,0,0,V32083,V32
90.688700,23.316612,0,0,V32129,V32
90.692028,23.318228,0,0,V31136,V31
90.688137,23.318492,0,0,V32170,V32
90.692470,23.317816,0,0,V31058,V31
90.691944,23.317972,0,0,V31036,V31
90.691435,23.319959,0,0,V31037,V31
90.691372,23.321673,0,0,V31131,V31
90.691560,23.321949,0,0,V31368,V31
90.691761,23.321618,0,0,V31465,V31
90.689752,23.321761,0,0,V32037,V32
90.692417,23.321778,0,0,V31038,V31
90.689721,23.321870,0,0,V32137,V32
90.692750,23.322250,0,0,V31039,V31
90.689502,23.319236,0,0,V32058,V32
90.693035,23.318955,0,0,V31435,V31
90.693028,23.316639,0,0,V31137,V31
90.692806,23.318667,0,0,V31135,V31
90.693333,23.317306,0,0,V31462,V31
90.694515,23.316918,0,0,V31436,V31
90.694164,23.316910,0,0,V31398,V31
90.694523,23.316267,0,0,V31400,V31
90.694111,23.317389,0,0,V31326,V31
90.695239,23.318732,0,0,V31365,V31
90.694111,23.322583,0,0,V31041,V31
90.690109,23.321092,0,0,V32166,V32
90.693500,23.322389,0,0,V31040,V31
90.695167,23.320333,0,0,V31437,V31
90.694639,23.324056,0,0,V31042,V31
90.696222,23.322611,0,0,V31054,V31
90.693493,23.329505,0,0,V31004,V31
90.692000,23.327056,0,0,V31332,V31
90.691694,23.324222,0,0,V31025,V31
90.691500,23.324417,0,0,V31026,V31
90.691918,23.324008,0,0,V31466,V31
90.691306,23.326111,0,0,V31021,V31
90.692750,23.325278,0,0,V31022,V31
90.692998,23.323556,0,0,V31024,V31
90.692830,23.327008,0,0,V31329,V31
90.693944,23.325639,0,0,V31023,V31
90.692944,23.329167,0,0,V31010,V31
90.691944,23.328722,0,0,V31011,V31
90.693417,23.329696,0,0,V31002,V31
90.690605,23.328801,0,0,V62035,V62
90.693639,23.327889,0,0,V31008,V31
90.693250,23.328361,0,0,V31009,V31
90.692776,23.333787,0,0,V62010,V62
90.693188,23.331846,0,0,V62041,V62
90.694194,23.329167,0,0,V31003,V31
90.695083,23.328556,0,0,V31005,V31
90.695139,23.327139,0,0,V31007,V31
90.693966,23.328916,0,0,V31376,V31
90.694073,23.328447,0,0,V31006,V31
90.694694,23.307889,0,0,V31043,V31
90.695472,23.323417,0,0,V31414,V31
90.695083,23.324639,0,0,V31044,V31
90.695389,23.325639,0,0,V31045,V31
90.692038,23.330056,0,0,V62007,V62
90.692015,23.329722,0,0,V62006,V62
90.693852,23.329595,0,0,V31323,V31
90.694111,23.329639,0,0,V31001,V31
90.693505,23.333497,0,0,V10047,V10
90.693471,23.332594,0,0,V10087,V10
90.692028,23.329723,0,0,V62047,V62
90.691586,23.328733,0,0,V62008,V62
90.694817,23.332290,0,0,V10067,V10
90.695039,23.332152,0,0,V10093,V10
90.695046,23.332433,0,0,V10091,V10
90.697778,23.325333,0,0,V31048,V31
90.698358,23.321810,0,0,V31380,V31
90.696673,23.320029,0,0,V31056,V31
90.699778,23.316278,0,0,V31118,V31
90.696194,23.315611,0,0,V31392,V31
90.696528,23.317361,0,0,V31119,V31
90.697642,23.316366,0,0,V31116,V31
90.697917,23.316944,0,0,V31120,V31
90.698417,23.317083,0,0,V31121,V31
90.696694,23.324583,0,0,V31049,V31
90.696528,23.321583,0,0,V31370,V31
