lon,lat,AREA,PERIMETER,BARIS,vill
90.708215,23.344212,0,0,W00245,W00
90.708146,23.344311,0,0,W00336,W00
90.708299,23.344510,0,0,W00350,W00
90.712959,23.345329,0,0,W00229,W00
90.712509,23.345113,0,0,W00169,W00
90.712746,23.344579,0,0,W00344,W00
90.712578,23.344562,0,0,W00312,W00
90.712692,23.344697,0,0,W00335,W00
90.712906,23.344560,0,0,W00313,W00
90.712921,23.344896,0,0,W00310,W00
90.712448,23.345529,0,0,W00182,W00
90.712303,23.345224,0,0,W00242,W00
90.713166,23.345104,0,0,W00306,W00
90.712731,23.345348,0,0,W00179,W00
90.713280,23.345303,0,0,W00291,W00
90.713296,23.344870,0,0,W00131,W00
90.713952,23.344522,0,0,W00137,W00
90.713104,23.344831,0,0,W00280,W00
90.713005,23.344695,0,0,W00298,W00
90.713608,23.344928,0,0,W00322,W00
90.713585,23.344964,0,0,W00337,W00
90.713929,23.345137,0,0,W00305,W00
90.713929,23.344803,0,0,W00136,W00
90.713738,23.345201,0,0,W00132,W00
90.714234,23.344883,0,0,W00222,W00
90.714638,23.344845,0,0,W00304,W00
90.714242,23.345064,0,0,W00162,W00
90.714501,23.345089,0,0,W00221,W00
90.718498,23.333259,0,0,V72210,V72
90.722248,23.328037,0,0,V72022,V72
90.721165,23.324342,0,0,V72029,V72
90.720721,23.317870,0,0,V72048,V72
90.720495,23.318604,0,0,V72047,V72
90.719387,23.316342,0,0,V72051,V72
90.718766,23.315185,0,0,V72052,V72
90.718918,23.315436,0,0,V72188,V72
90.719193,23.316537,0,0,V72050,V72
90.720582,23.317648,0,0,V72049,V72
90.719473,23.319918,0,0,V72187,V72
90.718725,23.319724,0,0,V72045,V72
90.718026,23.323815,0,0,V72039,V72
90.718832,23.320953,0,0,V72042,V72
90.719526,23.319287,0,0,V72046,V72
90.719721,23.320398,0,0,V72043,V72
90.718859,23.321787,0,0,V72208,V72
90.719998,23.323648,0,0,V72064,V72
90.721165,23.319176,0,0,V72057,V72
90.721094,23.318196,0,0,V72054,V72
90.720748,23.315176,0,0,V72053,V72
90.721887,23.317370,0,0,V72217,V72
90.721956,23.316849,0,0,V72216,V72
90.722035,23.318159,0,0,V72224,V72
90.721387,23.320315,0,0,V72059,V72
90.720909,23.321412,0,0,V72186,V72
90.721026,23.319926,0,0,V72058,V72
90.720443,23.322898,0,0,V72062,V72
90.721554,23.321759,0,0,V72061,V72
90.718887,23.322509,0,0,V72040,V72
90.721748,23.321481,0,0,V72060,V72
90.721958,23.322320,0,0,V72067,V72
90.722332,23.322120,0,0,V72068,V72
90.722415,23.322731,0,0,V72069,V72
90.719554,23.328009,0,0,V72017,V72
90.716498,23.329731,0,0,V72015,V72
90.717887,23.326509,0,0,V72035,V72
90.718471,23.324731,0,0,V72038,V72
90.716582,23.327953,0,0,V72183,V72
90.720137,23.326509,0,0,V72032,V72
90.718221,23.326176,0,0,V72036,V72
90.718387,23.328453,0,0,V72016,V72
90.716943,23.330203,0,0,V72013,V72
90.716609,23.332342,0,0,V72005,V72
90.715359,23.332481,0,0,V72004,V72
90.716693,23.332731,0,0,V72006,V72
90.718665,23.329676,0,0,V72011,V72
90.714241,23.332894,0,0,V72223,V72
90.714943,23.333398,0,0,V72003,V72
90.721332,23.328287,0,0,V72021,V72
90.717082,23.327398,0,0,V72034,V72
90.720443,23.325731,0,0,V72030,V72
90.719526,23.325370,0,0,V72031,V72
90.720869,23.328328,0,0,V72018,V72
90.720828,23.325205,0,0,V72027,V72
90.720637,23.326370,0,0,V72028,V72
90.721998,23.327176,0,0,V72024,V72
90.717193,23.333426,0,0,V72007,V72
90.719887,23.330148,0,0,V72010,V72
90.716742,23.330179,0,0,V72014,V72
90.716780,23.330142,0,0,V72020,V72
90.719693,23.331509,0,0,V72009,V72
90.719137,23.333731,0,0,V72008,V72
90.718054,23.330398,0,0,V72012,V72
90.721114,23.328862,0,0,V72019,V72
90.722032,23.333027,0,0,V72242,V72
90.722693,23.330426,0,0,V72169,V72
90.723498,23.324370,0,0,V72212,V72
90.724109,23.323120,0,0,V72070,V72
90.721109,23.318926,0,0,V72056,V72
90.723294,23.317422,0,0,V72102,V72
90.723498,23.316815,0,0,V72106,V72
90.722804,23.315259,0,0,V72107,V72
90.722193,23.317120,0,0,V72204,V72
90.722943,23.317676,0,0,V72103,V72
90.724387,23.316315,0,0,V72109,V72
90.723387,23.315342,0,0,V72108,V72
90.724296,23.317885,0,0,V72104,V72
90.723998,23.318537,0,0,V72101,V72
90.721109,23.318648,0,0,V72055,V72
90.723447,23.323594,0,0,V72063,V72
90.722844,23.318766,0,0,V72222,V72
90.722943,23.319932,0,0,V72044,V72
90.724443,23.321009,0,0,V72181,V72
90.724332,23.319537,0,0,V72192,V72
90.724446,23.322406,0,0,V72065,V72
90.725850,23.319896,0,0,V72213,V72
90.725693,23.315648,0,0,V72110,V72
90.725026,23.319126,0,0,V72225,V72
90.723102,23.315922,0,0,V72105,V72
90.726836,23.316637,0,0,V72200,V72
90.724889,23.322404,0,0,V72066,V72
90.724721,23.321565,0,0,V72094,V72
90.726193,23.320620,0,0,V72095,V72
90.727193,23.320287,0,0,V72096,V72
90.726032,23.323844,0,0,V72196,V72
90.726332,23.321870,0,0,V72093,V72
90.726606,23.322089,0,0,V72085,V72
90.721665,23.326259,0,0,V72026,V72
90.724137,23.329009,0,0,V72134,V72
90.724179,23.326168,0,0,V72071,V72
90.723477,23.325132,0,0,V72189,V72
90.723424,23.324654,0,0,V72218,V72
90.724072,23.325048,0,0,V72229,V72
90.722943,23.327481,0,0,V72023,V72
90.725057,23.326551,0,0,V72072,V72
90.724408,23.325182,0,0,V72214,V72
90.725026,23.326065,0,0,V72073,V72
90.723843,23.327292,0,0,V72193,V72
90.724415,23.327815,0,0,V72194,V72
90.723276,23.329787,0,0,V72168,V72
90.723221,23.331787,0,0,V72171,V72
90.723054,23.332787,0,0,V72173,V72
90.722859,23.331898,0,0,V72172,V72
90.723859,23.331037,0,0,V72170,V72
90.724054,23.330370,0,0,V72167,V72
90.724026,23.332676,0,0,V72166,V72
90.724498,23.332453,0,0,V72164,V72
90.726593,23.327860,0,0,V72132,V72
90.725998,23.326481,0,0,V72075,V72
90.721887,23.326342,0,0,V72025,V72
90.725582,23.324842,0,0,V72081,V72
90.725503,23.327485,0,0,V72133,V72
90.727192,23.325907,0,0,V72079,V72
90.727276,23.324759,0,0,V72083,V72
90.726708,23.325942,0,0,V72077,V72
90.726180,23.327882,0,0,V72130,V72
90.725797,23.330726,0,0,V72160,V72
90.725332,23.331565,0,0,V72162,V72
90.724721,23.331759,0,0,V72163,V72
90.725637,23.330926,0,0,V72161,V72
90.724998,23.332842,0,0,V72165,V72
90.726137,23.331065,0,0,V72207,V72
90.726609,23.329648,0,0,V72137,V72
90.726637,23.330509,0,0,V72159,V72
90.725637,23.333870,0,0,V72221,V72
90.726943,23.332315,0,0,V72151,V72
90.718659,23.335242,0,0,V72184,V72
90.714997,23.341509,0,0,V59008,V59
90.715442,23.338620,0,0,V59017,V59
90.713136,23.338370,0,0,V59014,V59
90.710025,23.337231,0,0,V59029,V59
90.712100,23.335080,0,0,V59023,V59
90.713708,23.336733,0,0,V59030,V59
90.714892,23.338117,0,0,V59015,V59
90.715136,23.338287,0,0,V59018,V59
90.712803,23.339065,0,0,V59012,V59
90.712324,23.338844,0,0,V59045,V59
90.712408,23.338791,0,0,V59050,V59
90.712611,23.341709,0,0,V59079,V59
90.714442,23.339731,0,0,V59010,V59
90.713692,23.339092,0,0,V59013,V59
90.714803,23.338980,0,0,V59016,V59
90.713720,23.339842,0,0,V59011,V59
90.714053,23.341259,0,0,V59074,V59
90.715970,23.337620,0,0,V59019,V59
90.716301,23.337340,0,0,V59021,V59
90.715776,23.333953,0,0,V72002,V72
90.715776,23.336453,0,0,V59022,V59
90.716221,23.334537,0,0,V72001,V72
90.716713,23.337510,0,0,V59085,V59
90.717972,23.337340,0,0,V59101,V59
90.717038,23.338904,0,0,V59051,V59
90.716554,23.340048,0,0,V59100,V59
90.716641,23.339375,0,0,V59062,V59
90.716664,23.339537,0,0,V59076,V59
90.716331,23.341676,0,0,V12008,V12
90.717885,23.341240,0,0,V12014,V12
90.717636,23.338065,0,0,V59020,V59
90.717142,23.341185,0,0,V12016,V12
90.717303,23.340931,0,0,V12009,V12
90.714053,23.343922,0,0,V59004,V59
90.712200,23.344108,0,0,W00230,W00
90.713192,23.343315,0,0,V59006,V59
90.711108,23.342953,0,0,V59090,V59
90.712016,23.342924,0,0,V59078,V59
90.711993,23.343395,0,0,V59080,V59
90.711962,23.343729,0,0,V59046,V59
90.712382,23.343483,0,0,V59056,V59
90.712275,23.343620,0,0,V59083,V59
90.713221,23.343727,0,0,V59058,V59
90.713557,23.342480,0,0,V59067,V59
90.713275,23.342951,0,0,V59044,V59
90.714053,23.343092,0,0,V59005,V59
90.713064,23.343100,0,0,V59055,V59
90.712736,23.343119,0,0,V59059,V59
90.714981,23.343919,0,0,V59088,V59
90.712873,23.343370,0,0,V59089,V59
90.713514,23.343178,0,0,V59065,V59
90.713179,23.343514,0,0,V59091,V59
90.713125,23.343424,0,0,V59070,V59
90.713598,23.343403,0,0,V59038,V59
90.712002,23.344128,0,0,W00307,W00
90.711750,23.344976,0,0,W00275,W00
90.711849,23.344353,0,0,W00281,W00
90.711948,23.344570,0,0,W00138,W00
90.714776,23.344925,0,0,W00309,W00
90.714860,23.345097,0,0,W00134,W00
90.712444,23.344694,0,0,W00092,W00
90.713148,23.343569,0,0,V59061,V59
90.709962,23.343588,0,0,W00308,W00
90.716303,23.343120,0,0,V12004,V12
90.715414,23.342537,0,0,V12005,V12
90.713779,23.343348,0,0,V59094,V59
90.714053,23.343457,0,0,V59049,V59
90.718025,23.342453,0,0,V12001,V12
90.716220,23.342398,0,0,V12007,V12
90.716803,23.343203,0,0,V12002,V12
90.714023,23.343985,0,0,V59037,V59
90.718764,23.342985,0,0,V12011,V12
90.713740,23.344590,0,0,V59002,V59
90.713625,23.344815,0,0,V59003,V59
90.713984,23.344759,0,0,V59001,V59
90.716456,23.344567,0,0,V12003,V12
90.725422,23.340713,0,0,V56062,V56
90.723804,23.333565,0,0,V72175,V72
90.721859,23.336537,0,0,V72179,V72
90.721526,23.335176,0,0,V72177,V72
90.719109,23.335756,0,0,V72231,V72
90.720276,23.336509,0,0,V72180,V72
90.722359,23.334481,0,0,V72176,V72
90.722887,23.335315,0,0,V72178,V72
90.721955,23.335303,0,0,V72185,V72
90.720053,23.339065,0,0,V13001,V13
90.719970,23.338037,0,0,V13004,V13
90.718404,23.341337,0,0,V12010,V12
90.722866,23.339739,0,0,V13020,V13
90.722081,23.337370,0,0,V13006,V13
90.722180,23.340109,0,0,V13022,V13
90.722386,23.340037,0,0,V13009,V13
90.725582,23.336065,0,0,V56001,V56
90.724665,23.333398,0,0,V72201,V72
90.722665,23.333565,0,0,V72174,V72
90.727221,23.334648,0,0,V72150,V72
90.727415,23.335731,0,0,V72149,V72
90.725136,23.338787,0,0,V56004,V56
90.724942,23.338231,0,0,V56003,V56
90.724137,23.337342,0,0,V13007,V13
90.725025,23.337426,0,0,V56002,V56
90.723553,23.339537,0,0,V13008,V13
90.726608,23.339259,0,0,V56027,V56
90.726997,23.338731,0,0,V56028,V56
90.726025,23.340648,0,0,V56055,V56
90.726331,23.340370,0,0,V56025,V56
90.723447,23.341783,0,0,V13011,V13
90.719997,23.341926,0,0,V13015,V13
90.717168,23.342293,0,0,V12015,V12
90.719886,23.340631,0,0,V13003,V13
90.720046,23.341236,0,0,V13002,V13
90.716886,23.342926,0,0,V12017,V12
90.722608,23.341398,0,0,V13010,V13
90.719096,23.340919,0,0,V12013,V12
90.721331,23.341648,0,0,V13012,V13
90.720740,23.344027,0,0,V13021,V13
90.720827,23.342132,0,0,V13019,V13
90.719337,23.343181,0,0,V12012,V12
90.720275,23.342815,0,0,V13017,V13
90.721701,23.343545,0,0,V13018,V13
90.721442,23.343537,0,0,V13014,V13
90.721331,23.342065,0,0,V13013,V13
90.722525,23.343203,0,0,V56044,V56
90.722914,23.344342,0,0,V56009,V56
90.724775,23.343259,0,0,V56014,V56
90.725581,23.343203,0,0,V56015,V56
90.724989,23.341452,0,0,V56054,V56
90.723858,23.340898,0,0,V56006,V56
90.723497,23.343453,0,0,V56007,V56
90.724831,23.342870,0,0,V56016,V56
90.727025,23.340731,0,0,V56024,V56
90.724970,23.341870,0,0,V56017,V56
90.726997,23.341481,0,0,V56018,V56
90.724858,23.345009,0,0,V56045,V56
90.721491,23.345070,0,0,V56008,V56
90.722414,23.344759,0,0,V56043,V56
90.723355,23.345002,0,0,V56063,V56
90.723553,23.345370,0,0,V56051,V56
90.724000,23.344846,0,0,V56011,V56
90.726404,23.344557,0,0,V56040,V56
90.725608,23.344120,0,0,V56013,V56
90.725303,23.344342,0,0,V56012,V56
90.726564,23.344456,0,0,V56041,V56
90.726053,23.345759,0,0,V20004,V20
90.725442,23.345815,0,0,V20001,V20
90.726664,23.345759,0,0,V20005,V20
90.704197,23.349221,0,0,D00073,D00
90.705955,23.347024,0,0,W00020,W00
90.705613,23.347608,0,0,W00003,W00
90.703556,23.347028,0,0,D00091,D00
90.703861,23.346718,0,0,D00053,D00
90.702472,23.346472,0,0,D00105,D00
90.702438,23.346084,0,0,D00054,D00
90.701194,23.346840,0,0,D00096,D00
90.703498,23.346811,0,0,D00078,D00
90.705787,23.346690,0,0,W00271,W00
90.705276,23.346199,0,0,W00316,W00
90.705276,23.345945,0,0,W00014,W00
90.705337,23.346144,0,0,W00015,W00
90.705650,23.346637,0,0,W00013,W00
90.705596,23.346917,0,0,W00347,W00
90.705398,23.346890,0,0,W00192,W00
90.705858,23.347362,0,0,W00171,W00
90.705835,23.347444,0,0,W00023,W00
90.704362,23.348218,0,0,D00072,D00
90.703637,23.348330,0,0,D00077,D00
90.701522,23.347643,0,0,D00001,D00
90.704034,23.348302,0,0,D00052,D00
90.704027,23.348636,0,0,D00040,D00
90.704049,23.348382,0,0,D00082,D00
90.705530,23.347997,0,0,W00326,W00
90.705415,23.347861,0,0,W00327,W00
90.705392,23.347772,0,0,W00008,W00
90.705392,23.347861,0,0,W00232,W00
90.705659,23.347661,0,0,W00004,W00
90.705812,23.347751,0,0,W00317,W00
90.704799,23.348831,0,0,D00042,D00
90.704881,23.348441,0,0,D00041,D00
90.705530,23.348132,0,0,W00001,W00
90.707197,23.347555,0,0,W00041,W00
90.706459,23.347193,0,0,W00010,W00
90.706077,23.346888,0,0,W00021,W00
90.706123,23.346743,0,0,W00019,W00
90.706077,23.346717,0,0,W00017,W00
90.706077,23.346780,0,0,W00234,W00
90.706375,23.346526,0,0,W00018,W00
90.706306,23.346833,0,0,W00330,W00
90.706304,23.346727,0,0,W00198,W00
90.706056,23.347722,0,0,W00024,W00
90.706029,23.347027,0,0,W00009,W00
90.706419,23.346918,0,0,W00030,W00
90.706274,23.347279,0,0,W00022,W00
90.706922,23.347059,0,0,W00011,W00
90.706769,23.346979,0,0,W00031,W00
90.706754,23.346754,0,0,W00029,W00
90.707444,23.347250,0,0,W00043,W00
90.706861,23.347250,0,0,W00033,W00
90.706332,23.347496,0,0,W00032,W00
90.706363,23.347586,0,0,W00025,W00
90.710667,23.346722,0,0,W00105,W00
90.711116,23.346667,0,0,W00007,W00
90.711284,23.346721,0,0,W00040,W00
90.711002,23.347552,0,0,W00036,W00
90.706111,23.348139,0,0,W00028,W00
90.710231,23.347140,0,0,W00027,W00
90.709972,23.346889,0,0,W00191,W00
90.709972,23.346997,0,0,W00090,W00
90.710559,23.346913,0,0,W00026,W00
90.710803,23.347192,0,0,W00034,W00
90.710620,23.347871,0,0,W00324,W00
90.710399,23.347457,0,0,W00325,W00
90.710574,23.347617,0,0,W00202,W00
90.710925,23.347274,0,0,W00038,W00
90.711063,23.347444,0,0,W00037,W00
90.711528,23.347333,0,0,W00100,W00
90.710582,23.347586,0,0,W00039,W00
90.711078,23.347251,0,0,W00107,W00
90.711001,23.347611,0,0,W00108,W00
90.711047,23.347503,0,0,W00115,W00
90.710750,23.348172,0,0,W00140,W00
90.710689,23.347838,0,0,W00109,W00
90.710277,23.348004,0,0,W00035,W00
90.710689,23.348164,0,0,W00302,W00
90.711108,23.348090,0,0,W00111,W00
90.711078,23.348117,0,0,W00110,W00
90.713003,23.346500,0,0,W00127,W00
90.711781,23.347556,0,0,W00243,W00
90.712086,23.347554,0,0,W00218,W00
90.711444,23.346444,0,0,W00098,W00
90.707444,23.345250,0,0,W00106,W00
90.711468,23.346717,0,0,W00318,W00
90.711552,23.347413,0,0,W00172,W00
90.711354,23.347360,0,0,W00216,W00
90.711415,23.347440,0,0,W00103,W00
90.712048,23.347167,0,0,W00097,W00
90.711972,23.347194,0,0,W00158,W00
90.712350,23.346195,0,0,W00293,W00
90.712213,23.346178,0,0,W00287,W00
90.712167,23.345861,0,0,W00095,W00
90.712278,23.345428,0,0,W00094,W00
90.712377,23.345609,0,0,W00174,W00
90.712362,23.345861,0,0,W00122,W00
90.712377,23.345960,0,0,W00227,W00
90.712804,23.345833,0,0,W00123,W00
90.712636,23.345977,0,0,W00219,W00
90.712720,23.346166,0,0,W00125,W00
90.712476,23.346277,0,0,W00292,W00
90.712308,23.346395,0,0,W00121,W00
90.712972,23.346111,0,0,W00124,W00
90.712693,23.346064,0,0,W00246,W00
90.709807,23.342395,0,0,W00255,W00
90.709807,23.342559,0,0,W00126,W00
90.708975,23.343755,0,0,W00116,W00
90.708807,23.343638,0,0,W00237,W00
90.708548,23.343368,0,0,W00104,W00
90.708609,23.343638,0,0,W00323,W00
90.708327,23.344110,0,0,W00113,W00
90.708159,23.343974,0,0,W00112,W00
90.708632,23.343972,0,0,W00114,W00
90.709639,23.343282,0,0,W00119,W00
90.709197,23.342778,0,0,W00099,W00
90.709662,23.342948,0,0,W00285,W00
90.709586,23.342839,0,0,W00120,W00
90.709799,23.343226,0,0,W00239,W00
90.709357,23.343806,0,0,W00257,W00
90.709273,23.343671,0,0,W00117,W00
90.709250,23.343671,0,0,W00284,W00
90.709639,23.343833,0,0,W00074,W00
90.712195,23.348388,0,0,W00247,W00
90.713324,23.346902,0,0,W00276,W00
90.713212,23.345701,0,0,W00220,W00
90.713295,23.345474,0,0,W00130,W00
90.713532,23.345673,0,0,W00147,W00
90.713448,23.345926,0,0,W00128,W00
90.713250,23.346088,0,0,W00129,W00
90.713302,23.347137,0,0,W00181,W00
90.713523,23.346666,0,0,W00311,W00
90.713721,23.346664,0,0,W00248,W00
90.713944,23.345417,0,0,W00133,W00
90.714080,23.346528,0,0,W00226,W00
90.713714,23.347215,0,0,W00180,W00
90.713920,23.346717,0,0,W00225,W00
90.713889,23.346944,0,0,W00118,W00
90.709448,23.348349,0,0,W00249,W00
90.709532,23.348185,0,0,W00175,W00
90.701442,23.382037,0,0,V81004,V81
90.703858,23.381703,0,0,V81002,V81
90.701220,23.383203,0,0,V81006,V81
90.702220,23.383315,0,0,V81005,V81
90.703081,23.380037,0,0,V81016,V81
90.703220,23.380676,0,0,V81017,V81
90.701803,23.381676,0,0,V81003,V81
90.703664,23.380481,0,0,V81001,V81
90.705754,23.381264,0,0,V81014,V81
90.705472,23.381222,0,0,V84011,V84
90.704917,23.381833,0,0,V84012,V84
90.704944,23.383500,0,0,V84095,V84
90.705455,23.382590,0,0,V84088,V84
90.705333,23.382222,0,0,V84014,V84
90.705047,23.382565,0,0,V84117,V84
90.706316,23.379060,0,0,V84098,V84
90.706294,23.378849,0,0,V84091,V84
90.705362,23.379916,0,0,V84010,V84
90.705667,23.379527,0,0,V84054,V84
90.706167,23.382278,0,0,V84013,V84
90.708058,23.376171,0,0,V15020,V15
90.706861,23.376750,0,0,V15009,V15
90.708005,23.375583,0,0,V15025,V15
90.707278,23.378944,0,0,V84003,V84
90.706861,23.379361,0,0,V84006,V84
90.705339,23.379717,0,0,V81015,V81
90.707056,23.379083,0,0,V84005,V84
90.705972,23.380139,0,0,V84009,V84
90.705972,23.380139,0,0,V84007,V84
90.706976,23.379754,0,0,V84008,V84
90.707289,23.377946,0,0,V84001,V84
90.707518,23.377455,0,0,V84004,V84
90.707472,23.378306,0,0,V84002,V84
90.706636,23.379738,0,0,V81013,V81
90.708778,23.375083,0,0,V15036,V15
90.710889,23.374583,0,0,V15015,V15
90.710111,23.375000,0,0,V15014,V15
90.711334,23.374597,0,0,V15023,V15
90.711667,23.374995,0,0,V15026,V15
90.709349,23.379381,0,0,V84090,V84
90.708417,23.375528,0,0,V15016,V15
90.708446,23.377963,0,0,V84094,V84
90.708639,23.378444,0,0,V84080,V84
90.711031,23.379337,0,0,V84114,V84
90.711608,23.377270,0,0,V15035,V15
90.711753,23.377045,0,0,V15029,V15
90.712277,23.383554,0,0,V54021,V54
90.727247,23.366226,0,0,V19112,V19
90.721694,23.352361,0,0,V19079,V19
90.718944,23.352361,0,0,V19082,V19
90.719023,23.350807,0,0,V19113,V19
90.720556,23.352083,0,0,V19080,V19
90.721257,23.353031,0,0,V19106,V19
90.722333,23.352000,0,0,V19084,V19
90.722750,23.352000,0,0,V19108,V19
90.722583,23.350972,0,0,V19086,V19
90.727303,23.346981,0,0,V20011,V20
90.727081,23.346342,0,0,V20010,V20
90.727045,23.347862,0,0,V20013,V20
90.722750,23.352111,0,0,V19085,V19
90.721639,23.351583,0,0,V19105,V19
90.722000,23.351639,0,0,V19083,V19
90.722561,23.353056,0,0,V19078,V19
90.724972,23.354500,0,0,V19077,V19
90.726834,23.358030,0,0,V19121,V19
90.727664,23.356474,0,0,V19101,V19
90.724912,23.364059,0,0,V19096,V19
90.725194,23.363306,0,0,V19109,V19
90.724912,23.362640,0,0,V19098,V19
90.724867,23.362503,0,0,V19147,V19
90.725179,23.362974,0,0,V19122,V19
90.725248,23.363083,0,0,V19097,V19
90.726750,23.358417,0,0,V19100,V19
90.725252,23.362839,0,0,V19123,V19
90.725652,23.363687,0,0,V19107,V19
90.726889,23.365806,0,0,V19029,V19
90.724430,23.364394,0,0,V19034,V19
90.725278,23.364500,0,0,V19032,V19
90.724881,23.363949,0,0,V19110,V19
90.724583,23.364611,0,0,V19033,V19
90.725795,23.365746,0,0,V19035,V19
90.726540,23.365758,0,0,V19030,V19
90.726361,23.365000,0,0,V19031,V19
90.725264,23.365594,0,0,V19116,V19
90.725188,23.365451,0,0,V19139,V19
90.719583,23.382639,0,0,V18008,V18
90.716222,23.376167,0,0,V15007,V15
90.716656,23.373143,0,0,V15024,V15
90.713528,23.373611,0,0,V15031,V15
90.712529,23.373997,0,0,V15022,V15
90.712056,23.374333,0,0,V15033,V15
90.718346,23.374034,0,0,V15049,V15
90.717172,23.373254,0,0,V15032,V15
90.715714,23.373577,0,0,V15010,V15
90.716111,23.373278,0,0,V15011,V15
90.718232,23.373674,0,0,V15027,V15
90.714666,23.375671,0,0,V15034,V15
90.714613,23.375726,0,0,V15019,V15
90.715139,23.375417,0,0,V15017,V15
90.716619,23.373053,0,0,V15012,V15
90.718448,23.370227,0,0,V15013,V15
90.717639,23.372056,0,0,V15001,V15
90.718893,23.372248,0,0,V16026,V16
90.716917,23.373667,0,0,V15018,V15
90.716778,23.374167,0,0,V15003,V15
90.716394,23.374530,0,0,V15004,V15
90.716737,23.373950,0,0,V15021,V15
90.716194,23.375111,0,0,V15006,V15
90.716806,23.374917,0,0,V15005,V15
90.718693,23.374395,0,0,V16027,V16
90.717889,23.373500,0,0,V15002,V15
90.719395,23.373424,0,0,V16001,V16
90.718915,23.374204,0,0,V16033,V16
90.718053,23.375083,0,0,V16004,V16
90.717972,23.375306,0,0,V16005,V16
90.718526,23.374530,0,0,V16002,V16
90.718167,23.375028,0,0,V16003,V16
90.717667,23.382972,0,0,V17006,V17
90.717345,23.380047,0,0,V16042,V16
90.715861,23.379528,0,0,V16016,V16
90.716056,23.376667,0,0,V15008,V15
90.715796,23.377106,0,0,V15030,V15
90.716917,23.379389,0,0,V16014,V16
90.716393,23.378001,0,0,V16010,V16
90.716531,23.377520,0,0,V16009,V16
90.716650,23.377532,0,0,V16008,V16
90.716333,23.379694,0,0,V16015,V16
90.716917,23.378861,0,0,V16013,V16
90.716500,23.378361,0,0,V16011,V16
90.716222,23.378639,0,0,V16012,V16
90.715472,23.382917,0,0,V17002,V17
90.716864,23.380825,0,0,V16039,V16
90.716788,23.380709,0,0,V16037,V16
90.713780,23.383438,0,0,V52006,V52
90.716222,23.381194,0,0,V16046,V16
90.716333,23.379889,0,0,V16040,V16
90.716500,23.383167,0,0,V17003,V17
90.716667,23.383222,0,0,V17004,V17
90.717333,23.382750,0,0,V17005,V17
90.718665,23.378250,0,0,V16038,V16
90.718284,23.377331,0,0,V16031,V16
90.717611,23.377528,0,0,V16007,V16
90.718139,23.377611,0,0,V16006,V16
90.721830,23.377387,0,0,V16036,V16
90.721265,23.377002,0,0,V16028,V16
90.721662,23.377776,0,0,V16029,V16
90.718382,23.381774,0,0,V16020,V16
90.717833,23.382056,0,0,V16019,V16
90.719556,23.380278,0,0,V16021,V16
90.718333,23.383750,0,0,V17007,V17
90.719188,23.382456,0,0,V18007,V18
90.719333,23.381806,0,0,V18006,V18
90.719556,23.380278,0,0,V16022,V16
90.719111,23.381056,0,0,V18005,V18
90.719222,23.383722,0,0,V17009,V17
90.719028,23.383389,0,0,V17008,V17
90.719056,23.384472,0,0,V17010,V17
90.719081,23.371835,0,0,V16089,V16
90.723491,23.370560,0,0,V19117,V19
90.720500,23.367916,0,0,V19021,V19
90.721667,23.367361,0,0,V19022,V19
90.720500,23.367528,0,0,V19091,V19
90.722184,23.366196,0,0,V19145,V19
90.721802,23.366389,0,0,V19115,V19
90.721741,23.366471,0,0,V19146,V19
90.722001,23.366469,0,0,V19090,V19
90.722146,23.367942,0,0,V19023,V19
90.722050,23.368921,0,0,V19019,V19
90.720599,23.367807,0,0,V19092,V19
90.721520,23.367970,0,0,V19093,V19
90.720500,23.368972,0,0,V19018,V19
90.722492,23.369442,0,0,V19020,V19
90.722889,23.369333,0,0,V19017,V19
90.722611,23.368056,0,0,V19024,V19
90.723000,23.368056,0,0,V19025,V19
90.723528,23.369139,0,0,V19015,V19
90.723361,23.370083,0,0,V19016,V19
90.724250,23.369528,0,0,V19013,V19
90.724139,23.368083,0,0,V19028,V19
90.723527,23.367898,0,0,V19026,V19
90.723611,23.367806,0,0,V19027,V19
90.723833,23.369139,0,0,V19014,V19
90.726450,23.367526,0,0,V19094,V19
90.726209,23.366911,0,0,V19114,V19
90.725557,23.368668,0,0,V19111,V19
90.725496,23.369419,0,0,V19009,V19
90.726208,23.369090,0,0,V19006,V19
90.725361,23.370583,0,0,V19010,V19
90.725000,23.369944,0,0,V19011,V19
90.724444,23.369861,0,0,V19012,V19
90.725890,23.370635,0,0,V19088,V19
90.726867,23.370496,0,0,V19007,V19
90.726531,23.370162,0,0,V19008,V19
90.727111,23.370051,0,0,V19005,V19
90.726722,23.371028,0,0,V19003,V19
90.726058,23.371078,0,0,V19002,V19
90.726035,23.371356,0,0,V19001,V19
90.721848,23.380455,0,0,V16025,V16
90.720750,23.381083,0,0,V18001,V18
90.722203,23.378418,0,0,V16032,V16
90.720222,23.379472,0,0,V16023,V16
90.720164,23.380446,0,0,V16030,V16
90.720098,23.380664,0,0,V18003,V18
90.720955,23.378833,0,0,V16034,V16
90.720889,23.380333,0,0,V16024,V16
90.720139,23.380778,0,0,V18002,V18
90.719972,23.382944,0,0,V18009,V18
90.719694,23.381028,0,0,V18004,V18
90.720167,23.383556,0,0,V18010,V18
90.721111,23.382333,0,0,V18011,V18
90.720611,23.383472,0,0,V18012,V18
90.724703,23.379610,0,0,V16043,V16
90.722261,23.378916,0,0,V16035,V16
90.722276,23.378942,0,0,V16045,V16
